Identifier,tY,tX,bK,tM,tN,time,GFLOPs,percentagePeak
Inner Product + No Remainder,1,32,8,16,12,0.428828,2563.992137,18.144192
Inner Product + Remainder,1,32,8,16,12,0.486099,2261.910412,16.006499
cuBLAS,1,32,16,16,12,0.101386,10844.842987,76.743963
Outer-Product + No Remainder,1,32,16,16,12,0.736337,1493.217632,10.566814
Inner Product + No Remainder,1,32,16,16,12,0.935921,1174.791652,8.313460
Inner Product + Remainder,1,32,16,16,12,0.982520,1119.072863,7.919164
cuBLAS,1,32,16,16,12,0.093699,11734.554734,83.040043
Outer-Product + No Remainder,1,32,16,16,12,0.722457,1521.906170,10.769830
Inner Product + No Remainder,1,32,16,16,12,0.933960,1177.257316,8.330908
Inner Product + Remainder,1,32,16,16,12,0.980437,1121.450831,7.935991
cuBLAS,16,16,8,2,2,0.101425,10840.637687,76.714204
Outer-Product + No Remainder,16,16,8,2,2,0.168950,6507.909735,46.053482
Inner Product + No Remainder,16,16,8,2,2,0.163242,6735.469398,47.663817
Inner Product + Remainder,16,16,8,2,2,0.209440,5249.757122,37.150115
cuBLAS,16,16,16,2,2,0.093720,11731.930606,83.021473
Outer-Product + No Remainder,16,16,16,2,2,0.153984,7140.429472,50.529533
Inner Product + No Remainder,16,16,16,2,2,0.155766,7058.722681,49.951332
Inner Product + Remainder,16,16,16,2,2,0.177521,6193.715038,43.830071
cuBLAS,16,16,32,2,2,0.094705,11609.878625,82.157768
Outer-Product + No Remainder,16,16,32,2,2,0.149158,7371.431592,52.164229
Inner Product + No Remainder,16,16,32,2,2,0.152946,7188.881348,50.872405
Inner Product + Remainder,16,16,32,2,2,0.157940,6961.557033,49.263735
cuBLAS,16,16,24,2,2,0.098213,11195.142153,79.222869
Outer-Product + No Remainder,16,16,24,2,2,0.159148,6908.724328,48.889862
Inner Product + No Remainder,16,16,24,2,2,0.159886,6876.841452,48.664242
Inner Product + Remainder,16,16,24,2,2,0.166394,6607.865827,46.760825
cuBLAS,16,16,64,2,2,0.096074,11444.468301,80.987235
Outer-Product + No Remainder,16,16,64,2,2,0.149322,7363.376152,52.107224
Inner Product + No Remainder,16,16,64,2,2,0.148862,7386.137751,52.268297
Inner Product + Remainder,16,16,64,2,2,0.152601,7205.159214,50.987596
cuBLAS,16,16,8,2,4,0.093768,11725.904429,82.978829
Outer-Product + No Remainder,16,16,8,2,4,0.135100,8138.509961,57.592489
Inner Product + No Remainder,16,16,8,2,4,0.135925,8089.132286,57.243066
Inner Product + Remainder,16,16,8,2,4,0.150680,7297.018101,51.637639
cuBLAS,16,16,16,2,4,0.102236,10754.648886,76.105700
Outer-Product + No Remainder,16,16,16,2,4,0.131257,8376.781525,59.278627
Inner Product + No Remainder,16,16,16,2,4,0.131457,8364.061476,59.188614
Inner Product + Remainder,16,16,16,2,4,0.135644,8105.891044,57.361660
cuBLAS,16,16,32,2,4,0.098493,11163.294747,78.997499
Outer-Product + No Remainder,16,16,32,2,4,0.127383,8631.562295,61.081594
Inner Product + No Remainder,16,16,32,2,4,0.131399,8367.702798,59.214382
Inner Product + Remainder,16,16,32,2,4,0.135952,8087.478103,57.231360
cuBLAS,16,16,24,2,4,0.096844,11353.419605,80.342925
Outer-Product + No Remainder,16,16,24,2,4,0.132174,8318.636589,58.867163
Inner Product + No Remainder,16,16,24,2,4,0.131268,8376.054151,59.273480
Inner Product + Remainder,16,16,24,2,4,0.138949,7913.059525,55.997080
cuBLAS,16,16,64,2,4,0.093773,11725.292898,82.974501
Outer-Product + No Remainder,16,16,64,2,4,0.126201,8712.385208,61.653540
Inner Product + No Remainder,16,16,64,2,4,0.126701,8678.029658,61.410422
Inner Product + Remainder,16,16,64,2,4,0.130845,8403.136627,59.465130
cuBLAS,16,16,8,2,8,0.093791,11723.020013,82.958417
Outer-Product + No Remainder,16,16,8,2,8,0.189147,5812.988796,41.135846
Inner Product + No Remainder,16,16,8,2,8,0.189127,5813.621937,41.140327
Inner Product + Remainder,16,16,8,2,8,0.194501,5652.986368,40.003583
cuBLAS,16,16,16,2,8,0.102319,10745.880744,76.043652
Outer-Product + No Remainder,16,16,16,2,8,0.193087,5694.384375,40.296537
Inner Product + No Remainder,16,16,16,2,8,0.182854,6013.050912,42.551594
Inner Product + Remainder,16,16,16,2,8,0.185283,5934.221825,41.993757
cuBLAS,16,16,32,2,8,0.093747,11728.530634,82.997413
Outer-Product + No Remainder,16,16,32,2,8,0.181820,6047.246132,42.793578
Inner Product + No Remainder,16,16,32,2,8,0.182071,6038.910288,42.734589
Inner Product + Remainder,16,16,32,2,8,0.181638,6053.311244,42.836498
cuBLAS,16,16,24,2,8,0.093726,11731.093081,83.015547
Outer-Product + No Remainder,16,16,24,2,8,0.185540,5926.020956,41.935723
Inner Product + No Remainder,16,16,24,2,8,0.185213,5936.486865,42.009785
Inner Product + Remainder,16,16,24,2,8,0.185329,5932.742392,41.983287
cuBLAS,16,16,64,2,8,0.094052,11690.448780,82.727926
Outer-Product + No Remainder,16,16,64,2,8,0.185986,5911.798537,41.835077
Inner Product + No Remainder,16,16,64,2,8,0.186085,5908.653887,41.812824
Inner Product + Remainder,16,16,64,2,8,0.188686,5827.195802,41.236383
cuBLAS,16,16,8,2,12,0.093753,11727.689777,82.991463
Outer-Product + No Remainder,16,16,8,2,12,0.116665,9424.510082,66.692920
Inner Product + No Remainder,16,16,8,2,12,0.117009,9396.838579,66.497102
Inner Product + Remainder,16,16,8,2,12,0.131409,8367.117875,59.210242
cuBLAS,16,16,16,2,12,0.102213,10757.080419,76.122907
Outer-Product + No Remainder,16,16,16,2,12,0.114124,9634.372841,68.178022
Inner Product + No Remainder,16,16,16,2,12,0.118376,9288.260868,65.728747
Inner Product + Remainder,16,16,16,2,12,0.123361,8912.934941,63.072738
cuBLAS,16,16,32,2,12,0.095543,11507.970412,81.436610
Outer-Product + No Remainder,16,16,32,2,12,0.116113,9469.345327,67.010199
Inner Product + No Remainder,16,16,32,2,12,0.115212,9543.356347,67.533941
Inner Product + Remainder,16,16,32,2,12,0.119095,9232.232617,65.332261
cuBLAS,16,16,24,2,12,0.099619,11037.117650,78.104602
Outer-Product + No Remainder,16,16,24,2,12,0.118551,9274.586750,65.631982
Inner Product + No Remainder,16,16,24,2,12,0.121570,9044.302375,64.002365
Inner Product + Remainder,16,16,24,2,12,0.123405,8909.800655,63.050559
cuBLAS,16,16,24,2,12,0.096509,11392.799488,80.621599
Outer-Product + No Remainder,16,16,24,2,12,0.118756,9258.555139,65.518534
Inner Product + No Remainder,16,16,24,2,12,0.119141,9228.661758,65.306992
Inner Product + Remainder,16,16,24,2,12,0.126568,8687.121712,61.474762
cuBLAS,16,16,8,4,2,0.098413,11172.423262,79.062097
Outer-Product + No Remainder,16,16,8,4,2,0.122519,8974.189382,63.506208
Inner Product + No Remainder,16,16,8,4,2,0.125387,8768.939496,62.053749
Inner Product + Remainder,16,16,8,4,2,0.150472,7307.061583,51.708712
cuBLAS,16,16,16,4,2,0.102245,10753.673050,76.098795
Outer-Product + No Remainder,16,16,16,4,2,0.114161,9631.253946,68.155951
Inner Product + No Remainder,16,16,16,4,2,0.118990,9240.400987,65.390065
Inner Product + Remainder,16,16,16,4,2,0.124810,8809.484686,62.340669
cuBLAS,16,16,32,4,2,0.093743,11729.050861,83.001095
Outer-Product + No Remainder,16,16,32,4,2,0.109745,10018.760295,70.898156
Inner Product + No Remainder,16,16,32,4,2,0.111863,9829.079214,69.555870
Inner Product + Remainder,16,16,32,4,2,0.112761,9750.810046,69.001995
cuBLAS,16,16,24,4,2,0.098387,11175.407024,79.083212
Outer-Product + No Remainder,16,16,24,4,2,0.117803,9333.438515,66.048449
Inner Product + No Remainder,16,16,24,4,2,0.120879,9095.958757,64.367914
Inner Product + Remainder,16,16,24,4,2,0.122062,9007.792643,63.744003
cuBLAS,16,16,64,4,2,0.093827,11718.510236,82.926504
Outer-Product + No Remainder,16,16,64,4,2,0.109225,10066.442561,71.235581
Inner Product + No Remainder,16,16,64,4,2,0.109818,10012.118742,70.851156
Inner Product + Remainder,16,16,64,4,2,0.115409,9527.093333,67.418855
cuBLAS,16,16,8,4,4,0.095496,11513.678028,81.477000
Outer-Product + No Remainder,16,16,8,4,4,0.096931,11343.243030,80.270910
Inner Product + No Remainder,16,16,8,4,4,0.097116,11321.646693,80.118083
Inner Product + Remainder,16,16,8,4,4,0.129983,8458.903691,59.859768
cuBLAS,16,16,16,4,4,0.102253,10752.869081,76.093106
Outer-Product + No Remainder,16,16,16,4,4,0.104696,10501.922835,74.317274
Inner Product + No Remainder,16,16,16,4,4,0.117898,9325.947914,65.995441
Inner Product + Remainder,16,16,16,4,4,0.126609,8684.322128,61.454951
cuBLAS,16,16,32,4,4,0.093691,11735.472070,83.046535
Outer-Product + No Remainder,16,16,32,4,4,0.093464,11764.060516,83.248842
Inner Product + No Remainder,16,16,32,4,4,0.095367,11529.219658,81.586981
Inner Product + Remainder,16,16,32,4,4,0.163548,6722.853477,47.574540
cuBLAS,16,16,24,4,4,0.093686,11736.118114,83.051106
Outer-Product + No Remainder,16,16,24,4,4,0.097948,11225.459500,79.437410
Inner Product + No Remainder,16,16,24,4,4,0.102569,10719.696976,75.858362
Inner Product + Remainder,16,16,24,4,4,0.122182,8998.950592,63.681432
cuBLAS,16,16,64,4,4,0.093762,11726.564687,82.983501
Outer-Product + No Remainder,16,16,64,4,4,0.095401,11525.182154,81.558410
Inner Product + No Remainder,16,16,64,4,4,0.097910,11229.865464,79.468589
Inner Product + Remainder,16,16,64,4,4,0.134258,8189.563474,57.953772
cuBLAS,16,16,8,4,8,0.093724,11731.373834,83.017533
Outer-Product + No Remainder,16,16,8,4,8,0.109396,10050.777094,71.124724
Inner Product + No Remainder,16,16,8,4,8,0.120268,9142.188815,64.695063
Inner Product + Remainder,16,16,8,4,8,0.136065,8080.755758,57.183789
cuBLAS,16,16,16,4,8,0.101406,10842.656313,76.728488
Outer-Product + No Remainder,16,16,16,4,8,0.103924,10579.962215,74.869523
Inner Product + No Remainder,16,16,16,4,8,0.105642,10407.944684,73.652234
Inner Product + Remainder,16,16,16,4,8,0.115400,9527.822712,67.424016
cuBLAS,16,16,32,4,8,0.094012,11695.427657,82.763159
Outer-Product + No Remainder,16,16,32,4,8,0.101242,10860.220265,76.852780
Inner Product + No Remainder,16,16,32,4,8,0.105192,10452.473931,73.967347
Inner Product + Remainder,16,16,32,4,8,0.136245,8070.125532,57.108564
cuBLAS,16,16,24,4,8,0.092942,11830.073695,83.715987
Outer-Product + No Remainder,16,16,24,4,8,0.107689,10210.086564,72.252083
Inner Product + No Remainder,16,16,24,4,8,0.147387,7460.013061,52.791079
Inner Product + Remainder,16,16,24,4,8,0.152449,7212.341387,51.038421
cuBLAS,16,16,64,4,8,0.093873,11712.801497,82.886105
Outer-Product + No Remainder,16,16,64,4,8,0.103059,10668.738603,75.497753
Inner Product + No Remainder,16,16,64,4,8,0.104906,10480.926983,74.168696
Inner Product + Remainder,16,16,64,4,8,0.121106,9078.913593,64.247293
cuBLAS,16,16,8,4,12,0.093821,11719.193485,82.931339
Outer-Product + No Remainder,16,16,8,4,12,0.108529,10130.998641,71.692415
Inner Product + No Remainder,16,16,8,4,12,0.108373,10145.596714,71.795719
Inner Product + Remainder,16,16,8,4,12,0.112955,9734.045283,68.883358
cuBLAS,16,16,16,4,12,0.102355,10742.161775,76.017335
Outer-Product + No Remainder,16,16,16,4,12,0.103270,10646.979101,75.343771
Inner Product + No Remainder,16,16,16,4,12,0.099719,11026.080863,78.026500
Inner Product + Remainder,16,16,16,4,12,0.138450,7941.563530,56.198790
cuBLAS,16,16,32,4,12,0.093713,11732.795951,83.027597
Outer-Product + No Remainder,16,16,32,4,12,0.093907,11708.510750,82.855742
Inner Product + No Remainder,16,16,32,4,12,0.115595,9511.736224,67.310180
Inner Product + Remainder,16,16,32,4,12,0.118249,9298.257375,65.799488
cuBLAS,16,16,24,4,12,0.093715,11732.454955,83.025184
Outer-Product + No Remainder,16,16,24,4,12,0.095940,11460.374866,81.099798
Inner Product + No Remainder,16,16,24,4,12,0.095646,11495.588152,81.348987
Inner Product + Remainder,16,16,24,4,12,0.126285,8706.598500,61.612590
cuBLAS,16,16,24,4,12,0.101596,10822.377031,76.584981
Outer-Product + No Remainder,16,16,24,4,12,0.096711,11369.039827,80.453462
Inner Product + No Remainder,16,16,24,4,12,0.095601,11501.071464,81.387789
Inner Product + Remainder,16,16,24,4,12,0.126333,8703.259669,61.588963
cuBLAS,16,16,8,8,2,0.093751,11728.009498,82.993725
Outer-Product + No Remainder,16,16,8,8,2,0.107320,10245.182256,72.500440
Inner Product + No Remainder,16,16,8,8,2,0.107533,10224.892576,72.356859
Inner Product + Remainder,16,16,8,8,2,0.122467,8978.030196,63.533388
cuBLAS,16,16,16,8,2,0.094528,11631.624521,82.311653
Outer-Product + No Remainder,16,16,16,8,2,0.103715,10601.251851,75.020180
Inner Product + No Remainder,16,16,16,8,2,0.105681,10404.109636,73.625095
Inner Product + Remainder,16,16,16,8,2,0.110941,9910.756072,70.133859
cuBLAS,16,16,32,8,2,0.093823,11718.958103,82.929673
Outer-Product + No Remainder,16,16,32,8,2,0.099828,11014.071081,77.941512
Inner Product + No Remainder,16,16,32,8,2,0.104201,10551.857285,74.670638
Inner Product + Remainder,16,16,32,8,2,0.100613,10928.110399,77.333208
cuBLAS,16,16,24,8,2,0.093700,11734.406636,83.038995
Outer-Product + No Remainder,16,16,24,8,2,0.106734,10301.386229,72.898169
Inner Product + No Remainder,16,16,24,8,2,0.107148,10261.569685,72.616406
Inner Product + Remainder,16,16,24,8,2,0.107896,10190.470155,72.113267
cuBLAS,16,16,64,8,2,0.102640,10712.324861,75.806193
Outer-Product + No Remainder,16,16,64,8,2,0.104697,10501.858551,74.316820
Inner Product + No Remainder,16,16,64,8,2,0.104627,10508.879364,74.366503
Inner Product + Remainder,16,16,64,8,2,0.105267,10444.952896,73.914124
cuBLAS,16,16,8,8,4,0.094621,11620.185293,82.230703
Outer-Product + No Remainder,16,16,8,8,4,0.107877,10192.289930,72.126145
Inner Product + No Remainder,16,16,8,8,4,0.108069,10174.175966,71.997961
Inner Product + Remainder,16,16,8,8,4,0.121107,9078.872985,64.247006
cuBLAS,16,16,16,8,4,0.093696,11734.914962,83.042592
Outer-Product + No Remainder,16,16,16,8,4,0.096035,11449.086098,81.019913
Inner Product + No Remainder,16,16,16,8,4,0.096474,11396.915097,80.650723
Inner Product + Remainder,16,16,16,8,4,0.103273,10646.668411,75.341572
cuBLAS,16,16,32,8,4,0.094563,11627.287026,82.280959
Outer-Product + No Remainder,16,16,32,8,4,0.090712,12120.893046,85.773982
Inner Product + No Remainder,16,16,32,8,4,0.090536,12144.417218,85.940451
Inner Product + Remainder,16,16,32,8,4,0.123468,8905.217263,63.018124
cuBLAS,16,16,24,8,4,0.093768,11725.904429,82.978829
Outer-Product + No Remainder,16,16,24,8,4,0.096037,11448.880541,81.018458
Inner Product + No Remainder,16,16,24,8,4,0.134499,8174.869779,57.849791
Inner Product + Remainder,16,16,24,8,4,0.136430,8059.177097,57.031087
cuBLAS,16,16,64,8,4,0.102365,10741.070522,76.009613
Outer-Product + No Remainder,16,16,64,8,4,0.095782,11479.307608,81.233777
Inner Product + No Remainder,16,16,64,8,4,0.094338,11654.990105,82.477001
Inner Product + Remainder,16,16,64,8,4,0.151489,7258.014203,51.361626
cuBLAS,16,16,8,8,8,0.093853,11715.238030,82.903348
Outer-Product + No Remainder,16,16,8,8,8,0.096548,11388.238673,80.589324
Inner Product + No Remainder,16,16,8,8,8,0.134697,8162.857739,57.764787
Inner Product + Remainder,16,16,8,8,8,0.148765,7390.950762,52.302357
cuBLAS,16,16,16,8,8,0.093925,11706.233906,82.839630
Outer-Product + No Remainder,16,16,16,8,8,0.091436,12024.960894,85.095114
Inner Product + No Remainder,16,16,16,8,8,0.114873,9571.509746,67.733169
Inner Product + Remainder,16,16,16,8,8,0.124427,8836.583603,62.532435
cuBLAS,16,16,32,8,8,0.092958,11828.073561,83.701833
Outer-Product + No Remainder,16,16,32,8,8,0.089386,12300.725400,87.046572
Inner Product + No Remainder,16,16,32,8,8,0.144751,7595.887209,53.752598
Inner Product + Remainder,16,16,32,8,8,0.117178,9383.248173,66.400929
cuBLAS,16,16,24,8,8,0.103032,10671.574734,75.517823
Outer-Product + No Remainder,16,16,24,8,8,0.100181,10975.283698,77.667031
Inner Product + No Remainder,16,16,24,8,8,0.124828,8808.222069,62.331734
Inner Product + Remainder,16,16,24,8,8,0.115730,9500.689408,67.232006
cuBLAS,16,16,24,8,8,0.093693,11735.252279,83.044979
Outer-Product + No Remainder,16,16,24,8,8,0.090675,12125.807695,85.808760
Inner Product + No Remainder,16,16,24,8,8,0.124051,8863.388014,62.722118
Inner Product + Remainder,16,16,24,8,8,0.115635,9508.440248,67.286855
cuBLAS,16,16,8,8,12,0.094079,11687.112612,82.704317
Outer-Product + No Remainder,16,16,8,8,12,0.123112,8930.982252,63.200451
Inner Product + No Remainder,16,16,8,8,12,0.125925,8731.480387,61.788668
Inner Product + Remainder,16,16,8,8,12,0.128957,8526.171824,60.335794
cuBLAS,16,16,16,8,12,0.094099,11684.632815,82.686769
Outer-Product + No Remainder,16,16,16,8,12,0.109754,10018.000476,70.892779
Inner Product + No Remainder,16,16,16,8,12,0.165338,6650.101526,47.059708
Inner Product + Remainder,16,16,16,8,12,0.223235,4925.349283,34.854430
cuBLAS,16,16,32,8,12,0.101213,10863.327814,76.874771
Outer-Product + No Remainder,16,16,32,8,12,0.102429,10734.386136,75.962310
Inner Product + No Remainder,16,16,32,8,12,0.303832,3618.814427,25.608684
Inner Product + Remainder,16,16,32,8,12,0.323501,3398.787284,24.051653
cuBLAS,16,16,24,8,12,0.093912,11707.837305,82.850976
Outer-Product + No Remainder,16,16,24,8,12,0.106278,10345.604258,73.211080
Inner Product + No Remainder,16,16,24,8,12,0.452765,2428.439166,17.184946
Inner Product + Remainder,16,16,24,8,12,0.373664,2942.517317,20.822841
cuBLAS,16,16,24,8,12,0.102278,10750.187648,76.074130
Outer-Product + No Remainder,16,16,24,8,12,0.115899,9486.831518,67.133940
Inner Product + No Remainder,16,16,24,8,12,0.453441,2424.819473,17.159331
Inner Product + Remainder,16,16,24,8,12,0.374257,2937.852201,20.789828
cuBLAS,16,16,8,12,2,0.093709,11733.203835,83.030483
Outer-Product + No Remainder,16,16,8,12,2,0.108440,10139.387324,71.751778
Inner Product + No Remainder,16,16,8,12,2,0.105445,10427.392520,73.789858
Inner Product + Remainder,16,16,8,12,2,0.124127,8857.956528,62.683682
cuBLAS,16,16,16,12,2,0.093744,11728.858992,82.999737
Outer-Product + No Remainder,16,16,16,12,2,0.099069,11098.490616,78.538910
Inner Product + No Remainder,16,16,16,12,2,0.097680,11256.265027,79.655407
Inner Product + Remainder,16,16,16,12,2,0.106709,10303.807901,72.915306
cuBLAS,16,16,32,12,2,0.093994,11697.720238,82.779382
Outer-Product + No Remainder,16,16,32,12,2,0.098998,11106.386044,78.594782
Inner Product + No Remainder,16,16,32,12,2,0.098240,11192.071356,79.201138
Inner Product + Remainder,16,16,32,12,2,0.105715,10400.755536,73.601360
cuBLAS,16,16,24,12,2,0.102246,10753.562317,76.098011
Outer-Product + No Remainder,16,16,24,12,2,0.107338,10243.492803,72.488484
Inner Product + No Remainder,16,16,24,12,2,0.103034,10671.296584,75.515855
Inner Product + Remainder,16,16,24,12,2,0.106769,10298.020757,72.874353
cuBLAS,16,16,24,12,2,0.095406,11524.560046,81.554007
Outer-Product + No Remainder,16,16,24,12,2,0.106245,10348.863424,73.234143
Inner Product + No Remainder,16,16,24,12,2,0.103045,10670.209411,75.508161
Inner Product + Remainder,16,16,24,12,2,0.106778,10297.126024,72.868022
cuBLAS,16,16,8,12,4,0.094619,11620.437338,82.232487
Outer-Product + No Remainder,16,16,8,12,4,0.100294,10962.932236,77.579626
Inner Product + No Remainder,16,16,8,12,4,0.098234,11192.815426,79.206403
Inner Product + Remainder,16,16,8,12,4,0.109858,10008.490561,70.825481
cuBLAS,16,16,16,12,4,0.093757,11727.308997,82.988768
Outer-Product + No Remainder,16,16,16,12,4,0.092201,11925.152036,84.388812
Inner Product + No Remainder,16,16,16,12,4,0.118378,9288.122586,65.727769
Inner Product + Remainder,16,16,16,12,4,0.134881,8151.698841,57.685821
cuBLAS,16,16,32,12,4,0.093192,11798.336035,83.491394
Outer-Product + No Remainder,16,16,32,12,4,0.090608,12134.796738,85.872372
Inner Product + No Remainder,16,16,32,12,4,0.108396,10143.458724,71.780589
Inner Product + Remainder,16,16,32,12,4,0.116383,9447.365599,66.854658
cuBLAS,16,16,24,12,4,0.102259,10752.171924,76.088172
Outer-Product + No Remainder,16,16,24,12,4,0.095928,11461.812254,81.109970
Inner Product + No Remainder,16,16,24,12,4,0.094527,11631.683665,82.312072
Inner Product + Remainder,16,16,24,12,4,0.126187,8713.332847,61.660246
cuBLAS,16,16,24,12,4,0.093656,11739.927013,83.078060
Outer-Product + No Remainder,16,16,24,12,4,0.094959,11578.771261,81.937635
Inner Product + No Remainder,16,16,24,12,4,0.094513,11633.408506,82.324278
Inner Product + Remainder,16,16,24,12,4,0.126269,8707.695352,61.620352
cuBLAS,16,16,8,12,8,0.093661,11739.309237,83.073689
Outer-Product + No Remainder,16,16,8,12,8,0.116385,9447.225635,66.853668
Inner Product + No Remainder,16,16,8,12,8,0.122604,8968.012404,63.462496
Inner Product + Remainder,16,16,8,12,8,0.136027,8083.058163,57.200082
cuBLAS,16,16,16,12,8,0.094672,11613.873681,82.186039
Outer-Product + No Remainder,16,16,16,12,8,0.103402,10633.416877,75.247797
Inner Product + No Remainder,16,16,16,12,8,0.107048,10271.247684,72.684893
Inner Product + Remainder,16,16,16,12,8,0.116130,9467.978550,67.000527
cuBLAS,16,16,32,12,8,0.101503,10832.268616,76.654980
Outer-Product + No Remainder,16,16,32,12,8,0.098498,11162.768158,78.993773
Inner Product + No Remainder,16,16,32,12,8,0.234175,4695.261982,33.226208
Inner Product + Remainder,16,16,32,12,8,0.161073,6826.176869,48.305712
cuBLAS,16,16,24,12,8,0.094074,11687.760926,82.708905
Outer-Product + No Remainder,16,16,24,12,8,0.105145,10457.102685,74.000103
Inner Product + No Remainder,16,16,24,12,8,0.138764,7923.584672,56.071562
Inner Product + Remainder,16,16,24,12,8,0.114970,9563.445718,67.676104
cuBLAS,16,16,24,12,8,0.102193,10759.168449,76.137683
Outer-Product + No Remainder,16,16,24,12,8,0.104074,10564.695532,74.761488
Inner Product + No Remainder,16,16,24,12,8,0.140051,7850.779443,55.556353
Inner Product + Remainder,16,16,24,12,8,0.114983,9562.365069,67.668457
cuBLAS,16,16,8,12,12,0.093937,11704.822023,82.829638
Outer-Product + No Remainder,16,16,8,12,12,0.115181,9545.984146,67.552536
Inner Product + No Remainder,16,16,8,12,12,0.120907,9093.866646,64.353109
Inner Product + Remainder,16,16,8,12,12,0.121078,9081.003407,64.262082
cuBLAS,16,16,16,12,12,0.093035,11818.289461,83.632595
Outer-Product + No Remainder,16,16,16,12,12,0.105781,10394.255480,73.555362
Inner Product + No Remainder,16,16,16,12,12,0.349643,3144.666289,22.253356
Inner Product + Remainder,16,16,16,12,12,0.151072,7278.065529,51.503520
cuBLAS,16,16,24,12,12,0.093765,11726.201154,82.980929
Outer-Product + No Remainder,16,16,24,12,12,0.101676,10813.909535,76.525061
Inner Product + No Remainder,16,16,24,12,12,0.303351,3624.555267,25.649309
Inner Product + Remainder,16,16,24,12,12,0.295225,3724.319327,26.355294
cuBLAS,16,16,24,12,12,0.102214,10756.968813,76.122117
Outer-Product + No Remainder,16,16,24,12,12,0.107202,10256.464153,72.580276
Inner Product + No Remainder,16,16,24,12,12,0.303442,3623.466426,25.641604
Inner Product + Remainder,16,16,24,12,12,0.294544,3732.933229,26.416250
cuBLAS,16,16,8,16,2,0.102409,10736.454966,75.976950
Outer-Product + No Remainder,16,16,8,16,2,0.117646,9345.972050,66.137143
Inner Product + No Remainder,16,16,8,16,2,0.105183,10453.278341,73.973040
Inner Product + Remainder,16,16,8,16,2,0.111585,9853.613576,69.729488
cuBLAS,16,16,16,16,2,0.093703,11733.981471,83.035986
Outer-Product + No Remainder,16,16,16,16,2,0.101607,10821.218231,76.576781
Inner Product + No Remainder,16,16,16,16,2,0.099651,11033.647169,78.080043
Inner Product + Remainder,16,16,16,16,2,0.100911,10895.801980,77.104576
cuBLAS,16,16,32,16,2,0.093724,11731.373834,83.017533
Outer-Product + No Remainder,16,16,32,16,2,0.109052,10082.429205,71.348711
Inner Product + No Remainder,16,16,32,16,2,0.099702,11027.977585,78.039922
Inner Product + Remainder,16,16,32,16,2,0.100053,10989.335374,77.766469
cuBLAS,16,16,24,16,2,0.094671,11614.073974,82.187456
Outer-Product + No Remainder,16,16,24,16,2,0.107919,10188.297367,72.097891
Inner Product + No Remainder,16,16,24,16,2,0.107308,10246.333879,72.508589
Inner Product + Remainder,16,16,24,16,2,0.100677,10921.173885,77.284121
cuBLAS,16,16,24,16,2,0.102384,10739.109546,75.995736
Outer-Product + No Remainder,16,16,24,16,2,0.109039,10083.648242,71.357338
Inner Product + No Remainder,16,16,24,16,2,0.107338,10243.471689,72.488335
Inner Product + Remainder,16,16,24,16,2,0.100628,10926.445860,77.321429
cuBLAS,16,16,8,16,4,0.093752,11727.877790,82.992793
Outer-Product + No Remainder,16,16,8,16,4,0.127297,8637.399262,61.122899
Inner Product + No Remainder,16,16,8,16,4,0.096327,11414.326652,80.773936
Inner Product + Remainder,16,16,8,16,4,0.147915,7433.401374,52.602760
cuBLAS,16,16,16,16,4,0.093788,11723.415773,82.961218
Outer-Product + No Remainder,16,16,16,16,4,0.112346,9786.795838,69.256650
Inner Product + No Remainder,16,16,16,16,4,0.112207,9798.968128,69.342788
Inner Product + Remainder,16,16,16,16,4,0.122783,8954.884261,63.369594
cuBLAS,16,16,32,16,4,0.093690,11735.596304,83.047414
Outer-Product + No Remainder,16,16,32,16,4,0.102052,10774.073991,76.243163
Inner Product + No Remainder,16,16,32,16,4,0.102531,10723.688459,75.886608
Inner Product + Remainder,16,16,32,16,4,0.110060,9990.128636,70.695542
cuBLAS,16,16,24,16,4,0.093060,11815.135658,83.610277
Outer-Product + No Remainder,16,16,24,16,4,0.112731,9753.450373,69.020679
Inner Product + No Remainder,16,16,24,16,4,0.113008,9729.533176,68.851428
Inner Product + Remainder,16,16,24,16,4,0.115220,9542.736430,67.529554
cuBLAS,16,16,24,16,4,0.100910,10895.988981,77.105899
Outer-Product + No Remainder,16,16,24,16,4,0.112664,9759.234918,69.061614
Inner Product + No Remainder,16,16,24,16,4,0.113000,9730.180228,68.856007
Inner Product + Remainder,16,16,24,16,4,0.115223,9542.447669,67.527510
cuBLAS,16,16,8,16,8,0.093678,11737.156138,83.058452
Outer-Product + No Remainder,16,16,8,16,8,0.108519,10131.963748,71.699244
Inner Product + No Remainder,16,16,8,16,8,0.112446,9778.145527,69.195436
Inner Product + Remainder,16,16,8,16,8,0.122521,8974.079293,63.505429
cuBLAS,16,16,16,16,8,0.093748,11728.430412,82.996704
Outer-Product + No Remainder,16,16,16,16,8,0.099615,11037.638369,78.108287
Inner Product + No Remainder,16,16,16,16,8,0.107233,10253.500734,72.559306
Inner Product + Remainder,16,16,16,16,8,0.106228,10350.462926,73.245462
cuBLAS,16,16,32,16,8,0.101431,10839.954379,76.709368
Outer-Product + No Remainder,16,16,32,16,8,0.094559,11627.735453,82.284132
Inner Product + No Remainder,16,16,32,16,8,0.277234,3965.998602,28.065547
Inner Product + Remainder,16,16,32,16,8,0.308633,3562.521675,25.210326
cuBLAS,16,16,24,16,8,0.093301,11784.605357,83.394228
