Identifier,tY,tX,bK,tM,tN,time,GFLOPs,percentagePeak
Inner Product + No Remainder,8,32,24,16,4,0.110102,9986.307387,70.668501
Inner Product + Remainder,8,32,24,16,4,0.113604,9678.485716,68.490189
cuBLAS,8,32,24,16,4,0.102239,10754.278914,76.103082
Outer-Product + No Remainder,8,32,24,16,4,0.110716,9930.918691,70.276541
Inner Product + No Remainder,8,32,24,16,4,0.110106,9985.918503,70.665749
Inner Product + Remainder,8,32,24,16,4,0.113540,9683.944139,68.528816
cuBLAS,8,32,8,16,8,0.093815,11720.013109,82.937139
Outer-Product + No Remainder,8,32,8,16,8,0.180689,6085.103601,43.061478
Inner Product + No Remainder,8,32,8,16,8,0.183353,5996.679499,42.435741
Inner Product + Remainder,8,32,8,16,8,0.186630,5891.407581,41.690780
cuBLAS,8,32,16,16,8,0.094342,11654.566906,82.474006
Outer-Product + No Remainder,8,32,16,16,8,0.172356,6379.289302,45.143294
Inner Product + No Remainder,8,32,16,16,8,0.186862,5884.073996,41.638884
Inner Product + Remainder,8,32,16,16,8,0.174686,6294.215395,44.541265
cuBLAS,8,32,32,16,8,0.101398,10843.504769,76.734493
Outer-Product + No Remainder,8,32,32,16,8,0.174013,6318.565236,44.713578
Inner Product + No Remainder,8,32,32,16,8,0.347347,3165.456366,22.400478
Inner Product + Remainder,8,32,32,16,8,0.354365,3102.766491,21.956850
cuBLAS,8,32,24,16,8,0.093764,11726.416790,82.982455
Outer-Product + No Remainder,8,32,24,16,8,0.170146,6462.161110,45.729740
Inner Product + No Remainder,8,32,24,16,8,0.264293,4160.198631,29.439811
Inner Product + Remainder,8,32,24,16,8,0.215381,5104.965885,36.125494
cuBLAS,8,32,24,16,8,0.102238,10754.420159,76.104082
Outer-Product + No Remainder,8,32,24,16,8,0.171214,6421.843091,45.444428
Inner Product + No Remainder,8,32,24,16,8,0.265540,4140.667055,29.301595
Inner Product + Remainder,8,32,24,16,8,0.215513,5101.843737,36.103400
cuBLAS,8,32,8,16,12,0.102374,10740.133166,76.002979
Outer-Product + No Remainder,8,32,8,16,12,0.248597,4422.863299,31.298568
Inner Product + No Remainder,8,32,8,16,12,0.273036,4026.981680,28.497096
Inner Product + Remainder,8,32,8,16,12,0.261457,4205.320944,29.759121
cuBLAS,8,32,16,16,12,0.094511,11633.648916,82.325979
Outer-Product + No Remainder,8,32,16,16,12,0.224511,4897.362577,34.656381
Inner Product + No Remainder,8,32,16,16,12,0.408192,2693.611734,19.061451
Inner Product + Remainder,8,32,16,16,12,0.420318,2615.906157,18.511564
cuBLAS,8,32,16,16,12,0.102270,10751.061794,76.080316
Outer-Product + No Remainder,8,32,16,16,12,0.225303,4880.155143,34.534612
Inner Product + No Remainder,8,32,16,16,12,0.408213,2693.474802,19.060482
Inner Product + Remainder,8,32,16,16,12,0.420123,2617.116954,18.520132
cuBLAS,16,32,8,2,2,0.102196,10758.878486,76.135631
Outer-Product + No Remainder,16,32,8,2,2,0.160724,6840.996122,48.410581
Inner Product + No Remainder,16,32,8,2,2,0.159188,6906.986645,48.877566
Inner Product + Remainder,16,32,8,2,2,0.277361,3964.192892,28.052769
cuBLAS,16,32,16,2,2,0.093794,11722.648118,82.955785
Outer-Product + No Remainder,16,32,16,2,2,0.154102,7134.945780,50.490727
Inner Product + No Remainder,16,32,16,2,2,0.154625,7110.840351,50.320144
Inner Product + Remainder,16,32,16,2,2,0.191341,5746.351136,40.664282
cuBLAS,16,32,32,2,2,0.093686,11736.185972,83.051587
Outer-Product + No Remainder,16,32,32,2,2,0.143510,7661.565063,54.217370
Inner Product + No Remainder,16,32,32,2,2,0.144729,7597.024393,53.760645
Inner Product + Remainder,16,32,32,2,2,0.172555,6371.955847,45.091399
cuBLAS,16,32,24,2,2,0.102166,10762.036796,76.157981
Outer-Product + No Remainder,16,32,24,2,2,0.160613,6845.737938,48.444137
Inner Product + No Remainder,16,32,24,2,2,0.153393,7167.957032,50.724333
Inner Product + Remainder,16,32,24,2,2,0.184187,5969.547831,42.243743
cuBLAS,16,32,64,2,2,0.093761,11726.717358,82.984582
Outer-Product + No Remainder,16,32,64,2,2,0.144982,7583.767757,53.666834
Inner Product + No Remainder,16,32,64,2,2,0.146357,7512.511004,53.162583
Inner Product + Remainder,16,32,64,2,2,0.148844,7387.028969,52.274604
cuBLAS,16,32,8,2,4,0.096333,11413.690239,80.769433
Outer-Product + No Remainder,16,32,8,2,4,0.153802,7148.885728,50.589374
Inner Product + No Remainder,16,32,8,2,4,0.154285,7126.499192,50.430955
Inner Product + Remainder,16,32,8,2,4,0.175978,6248.000854,44.214226
cuBLAS,16,32,16,2,4,0.097725,11251.104836,79.618891
Outer-Product + No Remainder,16,32,16,2,4,0.134656,8165.313578,57.782166
Inner Product + No Remainder,16,32,16,2,4,0.139177,7900.090454,55.905304
Inner Product + Remainder,16,32,16,2,4,0.150239,7318.435500,51.789200
cuBLAS,16,32,32,2,4,0.093737,11729.775438,83.006222
Outer-Product + No Remainder,16,32,32,2,4,0.124754,8813.473058,62.368892
Inner Product + No Remainder,16,32,32,2,4,0.125105,8788.706518,62.193631
Inner Product + Remainder,16,32,32,2,4,0.140568,7821.896444,55.351961
cuBLAS,16,32,24,2,4,0.095485,11515.016570,81.486473
Outer-Product + No Remainder,16,32,24,2,4,0.129586,8484.807676,60.043079
Inner Product + No Remainder,16,32,24,2,4,0.129919,8463.069382,59.889247
Inner Product + Remainder,16,32,24,2,4,0.143576,7658.071936,54.192651
cuBLAS,16,32,64,2,4,0.107351,10242.231903,72.479561
Outer-Product + No Remainder,16,32,64,2,4,0.127216,8642.874544,61.161645
Inner Product + No Remainder,16,32,64,2,4,0.127467,8625.844213,61.041130
Inner Product + Remainder,16,32,64,2,4,0.132484,8299.200670,58.729623
cuBLAS,16,32,8,2,8,0.096205,11428.826973,80.876548
Outer-Product + No Remainder,16,32,8,2,8,0.191864,5730.679607,40.553382
Inner Product + No Remainder,16,32,8,2,8,0.191790,5732.890878,40.569030
Inner Product + Remainder,16,32,8,2,8,0.204414,5378.841326,38.063584
cuBLAS,16,32,16,2,8,0.093746,11728.598404,82.997893
Outer-Product + No Remainder,16,32,16,2,8,0.186741,5887.892455,41.665905
Inner Product + No Remainder,16,32,16,2,8,0.187815,5854.234447,41.427723
Inner Product + Remainder,16,32,16,2,8,0.189964,5787.988217,40.958929
cuBLAS,16,32,32,2,8,0.093876,11712.382656,82.883142
Outer-Product + No Remainder,16,32,32,2,8,0.186678,5889.893088,41.680063
Inner Product + No Remainder,16,32,32,2,8,0.185340,5932.394138,41.980823
Inner Product + Remainder,16,32,32,2,8,0.187609,5860.639493,41.473048
cuBLAS,16,32,24,2,8,0.107012,10274.675521,72.709150
Outer-Product + No Remainder,16,32,24,2,8,0.190609,5768.427607,40.820507
Inner Product + No Remainder,16,32,24,2,8,0.189469,5803.109997,41.065939
Inner Product + Remainder,16,32,24,2,8,0.225223,4881.880366,34.546820
cuBLAS,16,32,24,2,8,0.093673,11737.806191,83.063052
Outer-Product + No Remainder,16,32,24,2,8,0.191229,5749.713924,40.688079
Inner Product + No Remainder,16,32,24,2,8,0.188634,5828.818723,41.247867
Inner Product + Remainder,16,32,24,2,8,0.225226,4881.804626,34.546285
cuBLAS,16,32,8,2,12,0.093057,11815.448541,83.612491
Outer-Product + No Remainder,16,32,8,2,12,0.120261,9142.714280,64.698781
Inner Product + No Remainder,16,32,8,2,12,0.119048,9235.892656,65.358162
Inner Product + Remainder,16,32,8,2,12,0.177189,6205.310138,43.912124
cuBLAS,16,32,16,2,12,0.097564,11269.622448,79.749931
Outer-Product + No Remainder,16,32,16,2,12,0.119378,9210.348457,65.177397
Inner Product + No Remainder,16,32,16,2,12,0.119658,9188.778711,65.024758
Inner Product + Remainder,16,32,16,2,12,0.158858,6921.331441,48.979077
cuBLAS,16,32,16,2,12,0.093770,11725.676409,82.977215
Outer-Product + No Remainder,16,32,16,2,12,0.119467,9203.474860,65.128756
Inner Product + No Remainder,16,32,16,2,12,0.121979,9013.915185,63.787329
Inner Product + Remainder,16,32,16,2,12,0.160166,6864.811014,48.579108
cuBLAS,16,32,24,2,12,0.102277,10750.372089,76.075435
Outer-Product + No Remainder,16,32,24,2,12,0.144909,7587.611251,53.694033
Inner Product + No Remainder,16,32,24,2,12,0.143359,7669.656262,54.274627
Inner Product + Remainder,16,32,24,2,12,0.146580,7501.078359,53.081679
cuBLAS,16,32,24,2,12,0.097955,11224.622784,79.431489
Outer-Product + No Remainder,16,32,24,2,12,0.144789,7593.893155,53.738487
Inner Product + No Remainder,16,32,24,2,12,0.143323,7671.579229,54.288235
Inner Product + Remainder,16,32,24,2,12,0.146810,7489.329380,52.998537
cuBLAS,16,32,8,4,2,0.093913,11707.728876,82.850209
Outer-Product + No Remainder,16,32,8,4,2,0.128683,8544.362867,60.464524
Inner Product + No Remainder,16,32,8,4,2,0.129256,8506.471147,60.196381
Inner Product + Remainder,16,32,8,4,2,0.161917,6790.589549,48.053877
cuBLAS,16,32,16,4,2,0.093704,11733.825745,83.034884
Outer-Product + No Remainder,16,32,16,4,2,0.115928,9484.456514,67.117134
Inner Product + No Remainder,16,32,16,4,2,0.115971,9480.896860,67.091944
Inner Product + Remainder,16,32,16,4,2,0.129344,8500.700929,60.155548
cuBLAS,16,32,32,4,2,0.093709,11733.272614,83.030970
Outer-Product + No Remainder,16,32,32,4,2,0.104356,10536.203183,74.559861
Inner Product + No Remainder,16,32,32,4,2,0.108212,10160.715430,71.902707
Inner Product + Remainder,16,32,32,4,2,0.114790,9578.489715,67.782563
cuBLAS,16,32,24,4,2,0.107156,10260.896057,72.611639
Outer-Product + No Remainder,16,32,24,4,2,0.114520,9601.009704,67.941927
Inner Product + No Remainder,16,32,24,4,2,0.116120,9468.721923,67.005787
Inner Product + Remainder,16,32,24,4,2,0.124326,8843.763737,62.583246
cuBLAS,16,32,64,4,2,0.093682,11736.686806,83.055131
Outer-Product + No Remainder,16,32,64,4,2,0.105115,10460.104501,74.021345
Inner Product + No Remainder,16,32,64,4,2,0.104970,10474.565411,74.123679
Inner Product + Remainder,16,32,64,4,2,0.107930,10187.255247,72.090517
cuBLAS,16,32,8,4,4,0.094609,11621.678984,82.241273
Outer-Product + No Remainder,16,32,8,4,4,0.107716,10207.517145,72.233901
Inner Product + No Remainder,16,32,8,4,4,0.107685,10210.480806,72.254873
Inner Product + Remainder,16,32,8,4,4,0.193317,5687.596556,40.248503
cuBLAS,16,32,16,4,4,0.093259,11789.834526,83.431233
Outer-Product + No Remainder,16,32,16,4,4,0.102513,10725.623051,75.900298
Inner Product + No Remainder,16,32,16,4,4,0.136805,8037.098374,56.874846
Inner Product + Remainder,16,32,16,4,4,0.163530,6723.596828,47.579800
cuBLAS,16,32,32,4,4,0.107182,10258.405424,72.594014
Outer-Product + No Remainder,16,32,32,4,4,0.098744,11134.975450,78.797096
Inner Product + No Remainder,16,32,32,4,4,0.113679,9672.086272,68.444903
Inner Product + Remainder,16,32,32,4,4,-1.0,-1.0,-1.0
cuBLAS,16,32,24,4,4,0.093750,11728.133574,82.994604
Outer-Product + No Remainder,16,32,24,4,4,0.099749,11022.763169,78.003022
Inner Product + No Remainder,16,32,24,4,4,0.131723,8347.155257,59.068976
Inner Product + Remainder,16,32,24,4,4,0.137781,7980.134940,56.471742
cuBLAS,16,32,64,4,4,0.093871,11713.053768,82.887891
Outer-Product + No Remainder,16,32,64,4,4,0.097549,11271.430223,79.762724
Inner Product + No Remainder,16,32,64,4,4,0.107014,10274.476276,72.707740
Inner Product + Remainder,16,32,64,4,4,-1.0,-1.0,-1.0
cuBLAS,16,32,8,4,8,0.098661,11144.314495,78.863185
Outer-Product + No Remainder,16,32,8,4,8,0.136687,8044.034695,56.923931
Inner Product + No Remainder,16,32,8,4,8,0.135036,8142.365073,57.619770
Inner Product + Remainder,16,32,8,4,8,0.155880,7053.563949,49.914826
cuBLAS,16,32,16,4,8,0.094273,11663.052775,82.534057
Outer-Product + No Remainder,16,32,16,4,8,0.120382,9133.486836,64.633483
Inner Product + No Remainder,16,32,16,4,8,0.123796,8881.606675,62.851043
Inner Product + Remainder,16,32,16,4,8,0.135569,8110.374337,57.393386
cuBLAS,16,32,32,4,8,0.102271,10750.914222,76.079272
Outer-Product + No Remainder,16,32,32,4,8,0.112158,9803.212113,69.372820
Inner Product + No Remainder,16,32,32,4,8,0.114434,9608.261466,67.993244
Inner Product + Remainder,16,32,32,4,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,4,8,0.098854,11122.557440,78.709220
Outer-Product + No Remainder,16,32,24,4,8,0.121871,9021.903265,63.843857
Inner Product + No Remainder,16,32,24,4,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,4,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,4,8,0.093049,11816.472548,83.619738
Outer-Product + No Remainder,16,32,24,4,8,0.122878,8947.964846,63.320629
Inner Product + No Remainder,16,32,24,4,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,4,8,-1.0,-1.0,-1.0
cuBLAS,16,32,8,4,12,0.093785,11723.736215,82.963485
Outer-Product + No Remainder,16,32,8,4,12,0.130180,8446.063885,59.768907
Inner Product + No Remainder,16,32,8,4,12,0.130525,8423.759165,59.611067
Inner Product + Remainder,16,32,8,4,12,0.135975,8086.132195,57.221836
cuBLAS,16,32,16,4,12,0.098362,11178.210300,79.103050
Outer-Product + No Remainder,16,32,16,4,12,0.119179,9225.678309,65.285879
Inner Product + No Remainder,16,32,16,4,12,0.119845,9174.437788,64.923274
Inner Product + Remainder,16,32,16,4,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,4,12,0.102315,10746.334277,76.046862
Outer-Product + No Remainder,16,32,16,4,12,0.128686,8544.161252,60.463097
Inner Product + No Remainder,16,32,16,4,12,0.120863,9097.194387,64.376658
Inner Product + Remainder,16,32,16,4,12,-1.0,-1.0,-1.0
cuBLAS,16,32,24,4,12,0.093753,11727.709819,82.991605
Outer-Product + No Remainder,16,32,24,4,12,0.111813,9833.526463,69.587341
Inner Product + No Remainder,16,32,24,4,12,0.111663,9846.734954,69.680811
Inner Product + Remainder,16,32,24,4,12,-1.0,-1.0,-1.0
cuBLAS,16,32,24,4,12,0.097876,11233.683786,79.495610
Outer-Product + No Remainder,16,32,24,4,12,0.112729,9753.624641,69.021913
Inner Product + No Remainder,16,32,24,4,12,0.111790,9835.536455,69.601565
Inner Product + Remainder,16,32,24,4,12,-1.0,-1.0,-1.0
cuBLAS,16,32,8,8,2,0.093715,11732.447314,83.025130
Outer-Product + No Remainder,16,32,8,8,2,0.109337,10056.128221,71.162591
Inner Product + No Remainder,16,32,8,8,2,0.108375,10145.420299,71.794470
Inner Product + Remainder,16,32,8,8,2,0.125116,8787.957832,62.188333
cuBLAS,16,32,16,8,2,0.101469,10835.940257,76.680962
Outer-Product + No Remainder,16,32,16,8,2,0.129450,8493.719911,60.106147
Inner Product + No Remainder,16,32,16,8,2,0.131594,8355.308672,59.126674
Inner Product + Remainder,16,32,16,8,2,0.153029,7184.987605,50.844850
cuBLAS,16,32,32,8,2,0.093962,11701.712328,82.807633
Outer-Product + No Remainder,16,32,32,8,2,0.095830,11473.600211,81.193388
Inner Product + No Remainder,16,32,32,8,2,0.112511,9772.441262,69.155069
Inner Product + Remainder,16,32,32,8,2,0.126411,8697.943336,61.551342
cuBLAS,16,32,24,8,2,0.097004,11334.700701,80.210460
Outer-Product + No Remainder,16,32,24,8,2,0.134437,8178.664735,57.876646
Inner Product + No Remainder,16,32,24,8,2,0.132628,8290.171922,58.665731
Inner Product + Remainder,16,32,24,8,2,0.138030,7965.759801,56.370016
cuBLAS,16,32,64,8,2,0.093146,11804.143946,83.532494
Outer-Product + No Remainder,16,32,64,8,2,0.099949,11000.731122,77.847111
Inner Product + No Remainder,16,32,64,8,2,0.104973,10474.233490,74.121330
Inner Product + Remainder,16,32,64,8,2,0.111862,9829.213961,69.556823
cuBLAS,16,32,8,8,4,0.093737,11729.719111,83.005824
Outer-Product + No Remainder,16,32,8,8,4,0.121894,9020.252688,63.832177
Inner Product + No Remainder,16,32,8,8,4,0.122096,9005.294635,63.726326
Inner Product + Remainder,16,32,8,8,4,0.144980,7583.879502,53.667625
cuBLAS,16,32,16,8,4,0.106739,10300.941495,72.895022
Outer-Product + No Remainder,16,32,16,8,4,0.110780,9925.144206,70.235678
Inner Product + No Remainder,16,32,16,8,4,0.110905,9913.978852,70.156665
Inner Product + Remainder,16,32,16,8,4,0.125269,8777.216435,62.112321
cuBLAS,16,32,32,8,4,0.094042,11691.674132,82.736597
Outer-Product + No Remainder,16,32,32,8,4,0.103001,10674.717568,75.540063
Inner Product + No Remainder,16,32,32,8,4,0.101453,10837.615639,76.692818
Inner Product + Remainder,16,32,32,8,4,-1.0,-1.0,-1.0
cuBLAS,16,32,24,8,4,0.093704,11733.873513,83.035222
Outer-Product + No Remainder,16,32,24,8,4,0.112088,9809.338273,69.416172
Inner Product + No Remainder,16,32,24,8,4,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,8,4,0.115004,9560.678273,67.656520
cuBLAS,16,32,24,8,4,0.098256,11190.300242,79.188605
Outer-Product + No Remainder,16,32,24,8,4,0.112078,9810.217689,69.422396
Inner Product + No Remainder,16,32,24,8,4,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,8,4,0.114986,9562.146812,67.666912
cuBLAS,16,32,8,8,8,0.102300,10747.904311,76.057972
Outer-Product + No Remainder,16,32,8,8,8,0.116819,9412.087247,66.605010
Inner Product + No Remainder,16,32,8,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,8,8,8,-1.0,-1.0,-1.0
cuBLAS,16,32,16,8,8,0.093721,11731.750103,83.020196
Outer-Product + No Remainder,16,32,16,8,8,0.100341,10957.761640,77.543036
Inner Product + No Remainder,16,32,16,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,8,8,-1.0,-1.0,-1.0
cuBLAS,16,32,32,8,8,0.093744,11728.815083,82.999426
Outer-Product + No Remainder,16,32,32,8,8,0.095659,11494.035023,81.337996
Inner Product + No Remainder,16,32,32,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,32,8,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,8,8,0.106256,10347.776312,73.226450
Outer-Product + No Remainder,16,32,24,8,8,0.107747,10204.534250,72.212792
Inner Product + No Remainder,16,32,24,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,8,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,8,8,0.093838,11717.115395,82.916633
Outer-Product + No Remainder,16,32,24,8,8,0.101035,10882.468219,77.010219
Inner Product + No Remainder,16,32,24,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,8,8,-1.0,-1.0,-1.0
cuBLAS,16,32,8,8,12,0.093725,11731.221041,83.016452
Outer-Product + No Remainder,16,32,8,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,8,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,8,8,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,8,12,0.093713,11732.779713,83.027482
Outer-Product + No Remainder,16,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,8,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,8,12,0.107237,10253.090762,72.556404
Outer-Product + No Remainder,16,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,8,12,-1.0,-1.0,-1.0
cuBLAS,16,32,24,8,12,0.093867,11713.465040,82.890801
Outer-Product + No Remainder,16,32,24,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,24,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,8,12,-1.0,-1.0,-1.0
cuBLAS,16,32,24,8,12,0.102174,10761.207470,76.152112
Outer-Product + No Remainder,16,32,24,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,24,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,8,12,-1.0,-1.0,-1.0
cuBLAS,16,32,8,12,2,0.094599,11622.874025,82.249730
Outer-Product + No Remainder,16,32,8,12,2,0.138007,7967.067695,56.379271
Inner Product + No Remainder,16,32,8,12,2,0.136719,8042.100904,56.910247
Inner Product + Remainder,16,32,8,12,2,0.165832,6630.289402,46.919507
cuBLAS,16,32,16,12,2,0.095673,11492.408081,81.326483
Outer-Product + No Remainder,16,32,16,12,2,0.120294,9140.226685,64.681178
Inner Product + No Remainder,16,32,16,12,2,0.116152,9466.126535,66.987421
Inner Product + Remainder,16,32,16,12,2,0.134028,8203.598346,58.053090
cuBLAS,16,32,32,12,2,0.092946,11829.596902,83.712613
Outer-Product + No Remainder,16,32,32,12,2,0.107531,10225.056530,72.358019
Inner Product + No Remainder,16,32,32,12,2,0.107055,10270.550826,72.679961
Inner Product + Remainder,16,32,32,12,2,0.114970,9563.472373,67.676292
cuBLAS,16,32,24,12,2,0.102324,10745.400009,76.040250
Outer-Product + No Remainder,16,32,24,12,2,0.122740,8958.026408,63.391830
Inner Product + No Remainder,16,32,24,12,2,0.118437,9283.497612,65.695040
Inner Product + Remainder,16,32,24,12,2,0.123376,8911.876156,63.065246
cuBLAS,16,32,24,12,2,0.094019,11694.508029,82.756651
Outer-Product + No Remainder,16,32,24,12,2,0.122924,8944.611016,63.296895
Inner Product + No Remainder,16,32,24,12,2,0.118476,9280.483987,65.673714
Inner Product + Remainder,16,32,24,12,2,0.123369,8912.347921,63.068584
cuBLAS,16,32,8,12,4,0.093852,11715.409454,82.904561
Outer-Product + No Remainder,16,32,8,12,4,0.118088,9310.961217,65.889387
Inner Product + No Remainder,16,32,8,12,4,0.115409,9527.075069,67.418725
Inner Product + Remainder,16,32,8,12,4,0.130820,8404.746990,59.476526
cuBLAS,16,32,16,12,4,0.092926,11832.122105,83.730482
Outer-Product + No Remainder,16,32,16,12,4,0.105700,10402.160135,73.611300
Inner Product + No Remainder,16,32,16,12,4,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,4,0.113453,9691.313301,68.580964
cuBLAS,16,32,32,12,4,0.093735,11729.999799,83.007810
Outer-Product + No Remainder,16,32,32,12,4,0.098366,11177.817549,79.100270
Inner Product + No Remainder,16,32,32,12,4,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,32,12,4,-1.0,-1.0,-1.0
cuBLAS,16,32,24,12,4,0.102304,10747.480300,76.054972
Outer-Product + No Remainder,16,32,24,12,4,0.104463,10525.374696,74.483232
Inner Product + No Remainder,16,32,24,12,4,0.103949,10577.385722,74.851291
Inner Product + Remainder,16,32,24,12,4,-1.0,-1.0,-1.0
cuBLAS,16,32,24,12,4,0.093713,11732.755833,83.027313
Outer-Product + No Remainder,16,32,24,12,4,0.104464,10525.280914,74.482569
Inner Product + No Remainder,16,32,24,12,4,0.103973,10574.937740,74.833967
Inner Product + Remainder,16,32,24,12,4,-1.0,-1.0,-1.0
cuBLAS,16,32,8,12,8,0.093722,11731.622130,83.019290
Outer-Product + No Remainder,16,32,8,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,8,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,8,12,8,-1.0,-1.0,-1.0
cuBLAS,16,32,16,12,8,0.093678,11737.159962,83.058479
Outer-Product + No Remainder,16,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,8,-1.0,-1.0,-1.0
cuBLAS,16,32,16,12,8,0.101523,10830.216417,76.640457
Outer-Product + No Remainder,16,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,12,8,0.102258,10752.276211,76.088910
Outer-Product + No Remainder,16,32,24,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,24,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,12,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,12,8,0.093980,11699.429579,82.791479
Outer-Product + No Remainder,16,32,24,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,24,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,12,8,-1.0,-1.0,-1.0
cuBLAS,16,32,8,12,12,0.102340,10743.720177,76.028363
Outer-Product + No Remainder,16,32,8,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,8,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,8,12,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,12,12,0.102321,10745.706072,76.042416
Outer-Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,12,12,0.101513,10831.247711,76.647755
Outer-Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,12,12,0.102241,10754.093537,76.101770
Outer-Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,12,12,0.102199,10758.488144,76.132869
Outer-Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
cuBLAS,16,32,8,16,2,0.101411,10842.160355,76.724979
Outer-Product + No Remainder,16,32,8,16,2,0.133377,8243.645973,58.336488
Inner Product + No Remainder,16,32,8,16,2,0.128814,8535.668646,60.402999
Inner Product + Remainder,16,32,8,16,2,0.147604,7449.060622,52.713574
cuBLAS,16,32,16,16,2,0.093091,11811.147128,83.582052
Outer-Product + No Remainder,16,32,16,16,2,0.115966,9481.362801,67.095241
Inner Product + No Remainder,16,32,16,16,2,0.111508,9860.380376,69.777374
Inner Product + Remainder,16,32,16,16,2,0.123144,8928.672694,63.184107
cuBLAS,16,32,32,16,2,0.093750,11728.102078,82.994381
Outer-Product + No Remainder,16,32,32,16,2,0.104654,10506.138997,74.347110
Inner Product + No Remainder,16,32,32,16,2,0.102864,10688.990290,75.641065
Inner Product + Remainder,16,32,32,16,2,0.109621,10030.075089,70.978225
cuBLAS,16,32,24,16,2,0.093676,11737.417107,83.060299
Outer-Product + No Remainder,16,32,24,16,2,0.115328,9533.794837,67.466278
Inner Product + No Remainder,16,32,24,16,2,0.114505,9602.268007,67.950831
Inner Product + Remainder,16,32,24,16,2,0.115292,9536.763829,67.487288
cuBLAS,16,32,24,16,2,0.102261,10751.987422,76.086866
Outer-Product + No Remainder,16,32,24,16,2,0.116394,9446.467058,66.848300
Inner Product + No Remainder,16,32,24,16,2,0.114514,9601.559811,67.945820
Inner Product + Remainder,16,32,24,16,2,0.115371,9530.248478,67.441182
cuBLAS,16,32,8,16,4,0.093669,11738.303340,83.066570
Outer-Product + No Remainder,16,32,8,16,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,8,16,4,0.105637,10408.361119,73.655181
