Identifier,tY,tX,bK,tM,tN,time,GFLOPs,percentagePeak
cuBLAS,32,32,8,16,12,0.124256,8848.792594,45.397421
Outer-Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
cuBLAS,32,32,8,16,12,0.123005,8938.739682,45.858881
Outer-Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
cuBLAS,32,32,8,16,12,0.110831,9920.625331,50.896300
Outer-Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
cuBLAS,32,32,8,16,12,0.124559,8827.210231,45.286696
Outer-Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
cuBLAS,32,32,8,16,12,0.110161,9980.912086,51.205593
Outer-Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
cuBLAS,8,32,8,2,2,0.113573,9681.139693,49.667655
Outer-Product + No Remainder,8,32,8,2,2,0.154365,7122.801559,36.542479
Inner Product + No Remainder,8,32,8,2,2,0.123128,8929.858863,45.813319
Inner Product + Remainder,8,32,8,2,2,0.141887,7749.179947,39.756021
cuBLAS,8,32,16,2,2,0.121271,9066.554017,46.514614
Outer-Product + No Remainder,8,32,16,2,2,0.132274,8312.348245,42.645273
Inner Product + No Remainder,8,32,16,2,2,0.111232,9884.870073,50.712863
Inner Product + Remainder,8,32,16,2,2,0.118010,9317.131900,47.800167
cuBLAS,8,32,32,2,2,0.123374,8912.040387,45.721904
Outer-Product + No Remainder,8,32,32,2,2,0.138727,7925.698118,40.661621
Inner Product + No Remainder,8,32,32,2,2,0.110158,9981.198960,51.207064
Inner Product + Remainder,8,32,32,2,2,0.116714,9420.603603,48.331013
cuBLAS,8,32,24,2,2,0.123292,8917.980434,45.752379
Outer-Product + No Remainder,8,32,24,2,2,0.135325,8124.975226,41.683983
Inner Product + No Remainder,8,32,24,2,2,0.122541,8972.612078,46.032659
Inner Product + Remainder,8,32,24,2,2,0.119526,9198.939066,47.193796
cuBLAS,8,32,64,2,2,0.113316,9703.040689,49.780014
Outer-Product + No Remainder,8,32,64,2,2,0.139501,7881.729641,40.436048
Inner Product + No Remainder,8,32,64,2,2,0.112656,9759.936161,50.071908
Inner Product + Remainder,8,32,64,2,2,0.111202,9887.549592,50.726610
cuBLAS,8,32,8,2,4,0.118884,9248.636055,47.448759
Outer-Product + No Remainder,8,32,8,2,4,0.127823,8601.833034,44.130432
Inner Product + No Remainder,8,32,8,2,4,0.103600,10613.079583,54.448834
Inner Product + Remainder,8,32,8,2,4,0.107757,10203.652075,52.348327
cuBLAS,8,32,16,2,4,0.120780,9103.412654,46.703712
Outer-Product + No Remainder,8,32,16,2,4,0.120408,9131.520338,46.847914
Inner Product + No Remainder,8,32,16,2,4,0.093752,11727.845341,60.167975
Inner Product + Remainder,8,32,16,2,4,0.094904,11585.541167,59.437905
cuBLAS,8,32,32,2,4,0.114988,9561.995179,49.056401
Outer-Product + No Remainder,8,32,32,2,4,0.119834,9175.270717,47.072369
Inner Product + No Remainder,8,32,32,2,4,0.119976,9164.442181,47.016814
Inner Product + Remainder,8,32,32,2,4,0.096499,11393.989357,58.455176
cuBLAS,8,32,24,2,4,0.121764,9029.846109,46.326289
Outer-Product + No Remainder,8,32,24,2,4,0.121839,9024.263573,46.297649
Inner Product + No Remainder,8,32,24,2,4,0.095265,11541.612585,59.212535
Inner Product + Remainder,8,32,24,2,4,0.098916,11115.563147,57.026752
cuBLAS,8,32,64,2,4,0.122804,8953.353229,45.933854
Outer-Product + No Remainder,8,32,64,2,4,0.121863,9022.555080,46.288884
Inner Product + No Remainder,8,32,64,2,4,0.094544,11629.684354,59.664375
Inner Product + Remainder,8,32,64,2,4,0.098712,11138.617589,57.145029
cuBLAS,8,32,8,2,8,0.117579,9351.283228,47.975375
Outer-Product + No Remainder,8,32,8,2,8,0.260050,4228.080960,21.691544
Inner Product + No Remainder,8,32,8,2,8,0.216106,5087.837610,26.102398
Inner Product + Remainder,8,32,8,2,8,0.254089,4327.262075,22.200378
cuBLAS,8,32,16,2,8,0.116160,9465.489878,48.561295
Outer-Product + No Remainder,8,32,16,2,8,0.250166,4395.121706,22.548522
Inner Product + No Remainder,8,32,16,2,8,0.211213,5205.697593,26.707061
Inner Product + Remainder,8,32,16,2,8,0.251607,4369.957320,22.419419
cuBLAS,8,32,32,2,8,0.107536,10224.612559,52.455862
Outer-Product + No Remainder,8,32,32,2,8,0.275039,3997.651373,20.509359
Inner Product + No Remainder,8,32,32,2,8,0.243116,4522.582603,23.202441
Inner Product + Remainder,8,32,32,2,8,0.236019,4658.564143,23.900074
cuBLAS,8,32,24,2,8,0.148110,7423.606625,38.085715
Outer-Product + No Remainder,8,32,24,2,8,0.244492,4497.136118,23.071891
Inner Product + No Remainder,8,32,24,2,8,0.209467,5249.082530,26.929641
Inner Product + Remainder,8,32,24,2,8,0.307456,3576.163969,18.346980
cuBLAS,8,32,24,2,8,0.116933,9402.910150,48.240239
Outer-Product + No Remainder,8,32,24,2,8,0.233924,4700.292166,24.114153
Inner Product + No Remainder,8,32,24,2,8,0.209416,5250.377181,26.936283
Inner Product + Remainder,8,32,24,2,8,0.307827,3571.846429,18.324830
cuBLAS,8,32,8,2,12,0.122005,9012.035902,46.234917
Outer-Product + No Remainder,8,32,8,2,12,0.285680,3848.756346,19.745475
Inner Product + No Remainder,8,32,8,2,12,0.260621,4218.807449,21.643967
Inner Product + Remainder,8,32,8,2,12,0.334260,3289.388480,16.875721
cuBLAS,8,32,16,2,12,0.121592,9042.652670,46.391991
Outer-Product + No Remainder,8,32,16,2,12,0.285914,3845.598907,19.729276
Inner Product + No Remainder,8,32,16,2,12,0.254091,4327.233750,22.200232
Inner Product + Remainder,8,32,16,2,12,0.323536,3398.417322,17.435077
cuBLAS,8,32,16,2,12,0.113268,9707.177123,49.801236
Outer-Product + No Remainder,8,32,16,2,12,0.274414,4006.754996,20.556064
Inner Product + No Remainder,8,32,16,2,12,0.254190,4325.542457,22.191556
Inner Product + Remainder,8,32,16,2,12,0.323862,3395.001710,17.417554
cuBLAS,8,32,24,2,12,0.143430,7665.819743,39.328354
Outer-Product + No Remainder,8,32,24,2,12,0.271296,4052.811485,20.792350
Inner Product + No Remainder,8,32,24,2,12,0.252473,4354.972842,22.342544
Inner Product + Remainder,8,32,24,2,12,0.323027,3403.777442,17.462576
cuBLAS,8,32,24,2,12,0.129752,8473.953487,43.474364
Outer-Product + No Remainder,8,32,24,2,12,0.269986,4072.476568,20.893238
Inner Product + No Remainder,8,32,24,2,12,0.252514,4354.257047,22.338871
Inner Product + Remainder,8,32,24,2,12,0.323468,3399.130709,17.438737
cuBLAS,8,32,8,4,2,0.109235,10065.516609,51.639644
Outer-Product + No Remainder,8,32,8,4,2,0.105856,10386.880848,53.288355
Inner Product + No Remainder,8,32,8,4,2,0.094005,11696.306611,60.006170
Inner Product + Remainder,8,32,8,4,2,0.109153,10073.106415,51.678582
cuBLAS,8,32,16,4,2,0.125485,8762.128011,44.952801
Outer-Product + No Remainder,8,32,16,4,2,0.102955,10679.554793,54.789876
Inner Product + No Remainder,8,32,16,4,2,0.078914,13933.017198,71.481283
Inner Product + Remainder,8,32,16,4,2,0.082470,13332.268968,68.399233
cuBLAS,8,32,32,4,2,0.157091,6999.208560,35.908404
Outer-Product + No Remainder,8,32,32,4,2,0.096882,11348.975162,58.224238
Inner Product + No Remainder,8,32,32,4,2,0.098735,11135.982136,57.131508
Inner Product + Remainder,8,32,32,4,2,0.094035,11692.621774,59.987266
cuBLAS,8,32,24,4,2,0.126833,8668.991553,44.474978
Outer-Product + No Remainder,8,32,24,4,2,0.100966,10889.921754,55.869132
Inner Product + No Remainder,8,32,24,4,2,0.080526,13654.160743,70.050651
Inner Product + Remainder,8,32,24,4,2,0.082757,13286.001807,68.161866
cuBLAS,8,32,64,4,2,0.126829,8669.253859,44.476324
Outer-Product + No Remainder,8,32,64,4,2,0.095602,11500.975092,59.004051
Inner Product + No Remainder,8,32,64,4,2,0.080163,13715.931786,70.367558
Inner Product + Remainder,8,32,64,4,2,0.083487,13169.837550,67.565903
cuBLAS,8,32,8,4,4,0.124694,8817.654944,45.237674
Outer-Product + No Remainder,8,32,8,4,4,0.090161,12195.020224,62.564747
Inner Product + No Remainder,8,32,8,4,4,0.090207,12188.695637,62.532299
Inner Product + Remainder,8,32,8,4,4,0.109741,10019.169154,51.401865
cuBLAS,8,32,16,4,4,0.120630,9114.719332,46.761719
Outer-Product + No Remainder,8,32,16,4,4,0.089295,12313.283571,63.171479
Inner Product + No Remainder,8,32,16,4,4,0.088609,12408.560064,63.660281
Inner Product + Remainder,8,32,16,4,4,0.130573,8420.666173,43.200982
cuBLAS,8,32,32,4,4,0.104945,10477.015123,53.750776
Outer-Product + No Remainder,8,32,32,4,4,0.087299,12594.829295,64.615908
Inner Product + No Remainder,8,32,32,4,4,0.081167,13546.346188,69.497525
Inner Product + Remainder,8,32,32,4,4,0.145539,7554.742420,38.758488
cuBLAS,8,32,24,4,4,0.137032,8023.758293,41.164705
Outer-Product + No Remainder,8,32,24,4,4,0.093610,11745.634469,60.259240
Inner Product + No Remainder,8,32,24,4,4,0.093388,11773.613601,60.402782
Inner Product + Remainder,8,32,24,4,4,0.089780,12246.714795,62.829958
cuBLAS,8,32,64,4,4,0.128237,8574.049016,43.987890
Outer-Product + No Remainder,8,32,64,4,4,0.088943,12361.993071,63.421376
Inner Product + No Remainder,8,32,64,4,4,0.072643,15135.868498,77.652334
Inner Product + Remainder,8,32,64,4,4,0.107676,10211.321474,52.387674
cuBLAS,8,32,8,4,8,0.122846,8950.351656,45.918455
Outer-Product + No Remainder,8,32,8,4,8,0.196804,5586.833151,28.662421
Inner Product + No Remainder,8,32,8,4,8,0.234640,4685.943757,24.040541
Inner Product + Remainder,8,32,8,4,8,0.232073,4737.784152,24.306501
cuBLAS,8,32,16,4,8,0.109776,10015.912438,51.385157
Outer-Product + No Remainder,8,32,16,4,8,0.182998,6008.310860,30.824750
Inner Product + No Remainder,8,32,16,4,8,0.215983,5090.732229,26.117248
Inner Product + Remainder,8,32,16,4,8,0.220147,4994.445628,25.623264
cuBLAS,8,32,32,4,8,0.123512,8902.072456,45.670765
Outer-Product + No Remainder,8,32,32,4,8,0.169662,6480.597404,33.247746
Inner Product + No Remainder,8,32,32,4,8,0.208914,5262.974479,27.000912
Inner Product + Remainder,8,32,32,4,8,0.393278,2795.759787,14.343232
cuBLAS,8,32,24,4,8,0.125025,8794.319022,45.117952
Outer-Product + No Remainder,8,32,24,4,8,0.174253,6309.840320,32.371702
Inner Product + No Remainder,8,32,24,4,8,0.212143,5182.876117,26.589979
Inner Product + Remainder,8,32,24,4,8,0.402278,2733.212279,14.022341
cuBLAS,8,32,24,4,8,0.108817,10104.186112,51.838032
Outer-Product + No Remainder,8,32,24,4,8,0.178127,6172.612784,31.667676
Inner Product + No Remainder,8,32,24,4,8,0.217547,5054.128468,25.929458
Inner Product + Remainder,8,32,24,4,8,0.401251,2740.208809,14.058236
cuBLAS,8,32,8,4,12,0.106189,10354.262239,53.121010
Outer-Product + No Remainder,8,32,8,4,12,0.286185,3841.965196,19.710634
Inner Product + No Remainder,8,32,8,4,12,0.260057,4227.956919,21.690907
Inner Product + Remainder,8,32,8,4,12,0.261611,4202.843123,21.562065
cuBLAS,8,32,16,4,12,0.124182,8854.032788,45.424305
Outer-Product + No Remainder,8,32,16,4,12,0.278846,3943.073062,20.229353
Inner Product + No Remainder,8,32,16,4,12,0.469019,2344.278525,12.026974
Inner Product + Remainder,8,32,16,4,12,0.258252,4257.519271,21.842573
cuBLAS,8,32,16,4,12,0.123183,8925.821978,45.792609
Outer-Product + No Remainder,8,32,16,4,12,0.301427,3647.689377,18.713931
Inner Product + No Remainder,8,32,16,4,12,0.469405,2342.353136,12.017096
Inner Product + Remainder,8,32,16,4,12,0.258352,4255.869708,21.834110
cuBLAS,8,32,24,4,12,0.128769,8538.626136,43.806158
Outer-Product + No Remainder,8,32,24,4,12,0.289064,3803.701043,19.514325
Inner Product + No Remainder,8,32,24,4,12,0.259216,4241.673130,21.761276
Inner Product + Remainder,8,32,24,4,12,0.460449,2387.912308,12.250831
cuBLAS,8,32,24,4,12,0.117785,9334.884022,47.891241
Outer-Product + No Remainder,8,32,24,4,12,0.275638,3988.967034,20.464805
Inner Product + No Remainder,8,32,24,4,12,0.259158,4242.633641,21.766204
Inner Product + Remainder,8,32,24,4,12,0.460493,2387.683477,12.249657
cuBLAS,8,32,8,8,2,0.109666,10026.016062,51.436992
Outer-Product + No Remainder,8,32,8,8,2,0.092533,11882.337195,60.960573
Inner Product + No Remainder,8,32,8,8,2,0.091224,12052.923239,61.835739
Inner Product + Remainder,8,32,8,8,2,0.100641,10925.035251,56.049277
cuBLAS,8,32,16,8,2,0.122709,8960.294911,45.969467
Outer-Product + No Remainder,8,32,16,8,2,0.092055,11944.038181,61.277120
Inner Product + No Remainder,8,32,16,8,2,0.068134,16137.521996,82.791169
Inner Product + Remainder,8,32,16,8,2,0.074061,14846.118131,76.165812
cuBLAS,8,32,32,8,2,0.117159,9384.781265,48.147232
Outer-Product + No Remainder,8,32,32,8,2,0.086509,12709.842482,65.205966
Inner Product + No Remainder,8,32,32,8,2,0.065990,16661.715087,85.480464
Inner Product + Remainder,8,32,32,8,2,0.072834,15096.161430,77.448622
cuBLAS,8,32,24,8,2,0.115531,9517.055267,48.825844
Outer-Product + No Remainder,8,32,24,8,2,0.089926,12226.881906,62.728208
Inner Product + No Remainder,8,32,24,8,2,0.070356,15627.887284,80.176563
Inner Product + Remainder,8,32,24,8,2,0.076047,14458.321841,74.176281
cuBLAS,8,32,64,8,2,0.156082,7044.462349,36.140572
Outer-Product + No Remainder,8,32,64,8,2,0.086011,12783.434634,65.583520
Inner Product + No Remainder,8,32,64,8,2,0.081099,13557.726410,69.555909
Inner Product + Remainder,8,32,64,8,2,0.083405,13182.727752,67.632034
cuBLAS,8,32,8,8,4,0.116784,9414.921861,48.301863
Outer-Product + No Remainder,8,32,8,8,4,0.089733,12253.209142,62.863276
Inner Product + No Remainder,8,32,8,8,4,0.078944,13927.668808,71.453844
Inner Product + Remainder,8,32,8,8,4,0.078505,14005.695381,71.854148
cuBLAS,8,32,16,8,4,0.114732,9583.296105,49.165683
Outer-Product + No Remainder,8,32,16,8,4,0.084717,12978.707174,66.585337
Inner Product + No Remainder,8,32,16,8,4,0.066871,16442.379592,84.355195
Inner Product + Remainder,8,32,16,8,4,0.080160,13716.528376,70.370619
cuBLAS,8,32,32,8,4,0.114443,9607.490258,49.289807
Outer-Product + No Remainder,8,32,32,8,4,0.084126,13069.796976,67.052659
Inner Product + No Remainder,8,32,32,8,4,0.065019,16910.742174,86.758060
Inner Product + Remainder,8,32,32,8,4,0.095680,11491.520102,58.955543
cuBLAS,8,32,24,8,4,0.115854,9490.513126,48.689673
Outer-Product + No Remainder,8,32,24,8,4,0.082442,13336.838989,68.422679
Inner Product + No Remainder,8,32,24,8,4,0.102947,10680.338337,54.793895
Inner Product + Remainder,8,32,24,8,4,0.074069,14844.469640,76.157355
cuBLAS,8,32,64,8,4,0.126578,8686.463009,44.564613
Outer-Product + No Remainder,8,32,64,8,4,0.082561,13317.562302,68.323783
Inner Product + No Remainder,8,32,64,8,4,0.083937,13099.289611,67.203967
Inner Product + Remainder,8,32,64,8,4,0.102428,10734.466092,55.071590
cuBLAS,8,32,8,8,8,0.106024,10370.400002,53.203803
Outer-Product + No Remainder,8,32,8,8,8,0.159504,6893.323646,35.365177
Inner Product + No Remainder,8,32,8,8,8,0.235339,4672.029806,23.969158
Inner Product + Remainder,8,32,8,8,8,0.229594,4788.935796,24.568926
cuBLAS,8,32,16,8,8,0.121803,9026.937783,46.311369
Outer-Product + No Remainder,8,32,16,8,8,0.159701,6884.811522,35.321507
Inner Product + No Remainder,8,32,16,8,8,0.219010,5020.367728,25.756254
Inner Product + Remainder,8,32,16,8,8,0.218468,5032.818061,25.820128
cuBLAS,8,32,32,8,8,0.118893,9247.922089,47.445096
Outer-Product + No Remainder,8,32,32,8,8,0.146542,7503.023961,38.493154
Inner Product + No Remainder,8,32,32,8,8,0.246322,4463.712451,22.900416
Inner Product + Remainder,8,32,32,8,8,0.237025,4638.809919,23.798728
cuBLAS,8,32,24,8,8,0.109219,10067.020576,51.647359
Outer-Product + No Remainder,8,32,24,8,8,0.158918,6918.726355,35.495502
Inner Product + No Remainder,8,32,24,8,8,0.220387,4989.001746,25.595335
Inner Product + Remainder,8,32,24,8,8,0.221624,4961.151430,25.452453
cuBLAS,8,32,24,8,8,0.116278,9455.846675,48.511822
Outer-Product + No Remainder,8,32,24,8,8,0.156312,7034.067660,36.087243
Inner Product + No Remainder,8,32,24,8,8,0.234690,4684.955423,24.035471
Inner Product + Remainder,8,32,24,8,8,0.227158,4840.305171,24.832469
cuBLAS,8,32,8,8,12,0.108888,10097.653007,51.804515
Outer-Product + No Remainder,8,32,8,8,12,0.320558,3429.994597,17.597080
Inner Product + No Remainder,8,32,8,8,12,0.274520,4005.211620,20.548146
Inner Product + Remainder,8,32,8,8,12,0.275977,3984.073020,20.439697
cuBLAS,8,32,16,8,12,0.104921,10479.459884,53.763318
Outer-Product + No Remainder,8,32,16,8,12,0.295990,3714.688865,19.057662
Inner Product + No Remainder,8,32,16,8,12,0.266394,4127.395759,21.174993
Inner Product + Remainder,8,32,16,8,12,0.273987,4013.005671,20.588132
cuBLAS,8,32,16,8,12,0.114471,9605.135125,49.277724
Outer-Product + No Remainder,8,32,16,8,12,0.290701,3782.272112,19.404387
Inner Product + No Remainder,8,32,16,8,12,0.266648,4123.455672,21.154779
Inner Product + Remainder,8,32,16,8,12,0.274313,4008.240254,20.563683
cuBLAS,8,32,24,8,12,0.119399,9208.714121,47.243945
Outer-Product + No Remainder,8,32,24,8,12,0.278672,3945.533937,20.241978
Inner Product + No Remainder,8,32,24,8,12,0.326446,3368.129811,17.279692
Inner Product + Remainder,8,32,24,8,12,0.319969,3436.302531,17.629442
cuBLAS,8,32,24,8,12,0.123475,8904.725345,45.684376
Outer-Product + No Remainder,8,32,24,8,12,0.282088,3897.757954,19.996870
Inner Product + No Remainder,8,32,24,8,12,0.326770,3364.786092,17.262537
Inner Product + Remainder,8,32,24,8,12,0.320098,3434.919359,17.622345
cuBLAS,8,32,8,12,2,0.119067,9234.358707,47.375511
Outer-Product + No Remainder,8,32,8,12,2,0.094334,11655.559446,59.797123
Inner Product + No Remainder,8,32,8,12,2,0.074293,14799.687984,75.927609
Inner Product + Remainder,8,32,8,12,2,0.079452,13838.689770,70.997350
cuBLAS,8,32,16,12,2,0.126768,8673.396542,44.497578
Outer-Product + No Remainder,8,32,16,12,2,0.088126,12476.647759,64.009595
Inner Product + No Remainder,8,32,16,12,2,0.078338,14035.502092,72.007067
Inner Product + Remainder,8,32,16,12,2,0.084014,13087.190650,67.141895
cuBLAS,8,32,32,12,2,0.124187,8853.702069,45.422608
Outer-Product + No Remainder,8,32,32,12,2,0.086988,12639.766133,64.846450
Inner Product + No Remainder,8,32,32,12,2,0.068684,16008.234550,82.127879
Inner Product + Remainder,8,32,32,12,2,0.073758,14907.096279,76.478652
cuBLAS,8,32,24,12,2,0.127261,8639.814368,44.325289
Outer-Product + No Remainder,8,32,24,12,2,0.088424,12434.551890,63.793628
Inner Product + No Remainder,8,32,24,12,2,0.088030,12490.163241,64.078934
Inner Product + Remainder,8,32,24,12,2,0.075844,14497.082035,74.375134
cuBLAS,8,32,64,12,2,0.117722,9339.882967,47.916887
Outer-Product + No Remainder,8,32,64,12,2,0.087273,12598.481425,64.634645
Inner Product + No Remainder,8,32,64,12,2,0.066606,16507.771360,84.690678
Inner Product + Remainder,8,32,64,12,2,0.071007,15484.495226,79.440911
cuBLAS,8,32,8,12,4,0.122802,8953.518991,45.934704
Outer-Product + No Remainder,8,32,8,12,4,0.090361,12168.036988,62.426313
Inner Product + No Remainder,8,32,8,12,4,0.070813,15526.983514,79.658891
Inner Product + Remainder,8,32,8,12,4,0.082585,13313.733574,68.304140
cuBLAS,8,32,16,12,4,0.122415,8981.841271,46.080008
Outer-Product + No Remainder,8,32,16,12,4,0.083654,13143.520054,67.430885
Inner Product + No Remainder,8,32,16,12,4,0.082910,13261.586730,68.036608
Inner Product + Remainder,8,32,16,12,4,0.072267,15214.625877,78.056387
cuBLAS,8,32,32,12,4,0.122163,9000.395518,46.175197
Outer-Product + No Remainder,8,32,32,12,4,0.082408,13342.297753,68.450684
Inner Product + No Remainder,8,32,32,12,4,0.074318,14794.646902,75.901747
Inner Product + Remainder,8,32,32,12,4,0.085055,12927.138189,66.320770
cuBLAS,8,32,24,12,4,0.107900,10190.143745,52.279025
Outer-Product + No Remainder,8,32,24,12,4,0.084173,13062.458171,67.015009
Inner Product + No Remainder,8,32,24,12,4,0.076118,14444.851747,74.107174
Inner Product + Remainder,8,32,24,12,4,0.094021,11694.379919,59.996286
cuBLAS,8,32,24,12,4,0.112317,9789.400499,50.223071
Outer-Product + No Remainder,8,32,24,12,4,0.083295,13200.144213,67.721387
Inner Product + No Remainder,8,32,24,12,4,0.083185,13217.719496,67.811554
Inner Product + Remainder,8,32,24,12,4,0.094103,11684.156306,59.943835
cuBLAS,8,32,8,12,8,0.125804,8739.857926,44.838548
Outer-Product + No Remainder,8,32,8,12,8,0.205454,5351.632331,27.455758
Inner Product + No Remainder,8,32,8,12,8,0.174796,6290.272513,32.271312
Inner Product + Remainder,8,32,8,12,8,0.176576,6226.850012,31.945933
cuBLAS,8,32,16,12,8,0.118142,9306.676470,47.746526
Outer-Product + No Remainder,8,32,16,12,8,0.194834,5643.325682,28.952247
Inner Product + No Remainder,8,32,16,12,8,0.164970,6664.930918,34.193442
Inner Product + Remainder,8,32,16,12,8,0.168635,6520.082138,33.450317
cuBLAS,8,32,32,12,8,0.114095,9636.815796,49.440257
Outer-Product + No Remainder,8,32,32,12,8,0.177065,6209.645354,31.857667
Inner Product + No Remainder,8,32,32,12,8,0.204519,5376.079545,27.581181
Inner Product + Remainder,8,32,32,12,8,0.202266,5435.966390,27.888421
cuBLAS,8,32,24,12,8,0.127493,8624.098990,44.244664
Outer-Product + No Remainder,8,32,24,12,8,0.190265,5778.853089,29.647551
Inner Product + No Remainder,8,32,24,12,8,0.179697,6118.698048,31.391075
Inner Product + Remainder,8,32,24,12,8,0.175015,6282.399908,32.230923
cuBLAS,8,32,24,12,8,0.106488,10325.179361,52.971805
Outer-Product + No Remainder,8,32,24,12,8,0.195607,5621.029346,28.837859
Inner Product + No Remainder,8,32,24,12,8,0.176351,6234.797548,31.986706
Inner Product + Remainder,8,32,24,12,8,0.179117,6138.499082,31.492661
cuBLAS,8,32,8,12,12,0.131170,8382.315450,43.004229
Outer-Product + No Remainder,8,32,8,12,12,0.248861,4418.173687,22.666786
Inner Product + No Remainder,8,32,8,12,12,0.210255,5229.411555,26.828722
Inner Product + Remainder,8,32,8,12,12,0.208466,5274.307092,27.059052
cuBLAS,8,32,16,12,12,0.121647,9038.565903,46.371025
Outer-Product + No Remainder,8,32,16,12,12,0.230942,4760.981564,24.425511
Inner Product + No Remainder,8,32,16,12,12,0.236271,4653.612611,23.874671
Inner Product + Remainder,8,32,16,12,12,0.208881,5263.807989,27.005188
cuBLAS,8,32,16,12,12,0.126824,8669.608493,44.478143
Outer-Product + No Remainder,8,32,16,12,12,0.233316,4712.544730,24.177013
Inner Product + No Remainder,8,32,16,12,12,0.236947,4640.323870,23.806495
Inner Product + Remainder,8,32,16,12,12,0.208177,5281.619478,27.096567
cuBLAS,8,32,24,12,12,0.116850,9409.626024,48.274694
Outer-Product + No Remainder,8,32,24,12,12,0.219768,5003.064986,25.667485
Inner Product + No Remainder,8,32,24,12,12,0.264459,4157.590403,21.329902
Inner Product + Remainder,8,32,24,12,12,0.247282,4446.387954,22.811535
cuBLAS,8,32,24,12,12,0.117223,9379.682876,48.121075
Outer-Product + No Remainder,8,32,24,12,12,0.223022,4930.058635,25.292936
Inner Product + No Remainder,8,32,24,12,12,0.264387,4158.727770,21.335737
Inner Product + Remainder,8,32,24,12,12,0.247774,4437.565054,22.766271
cuBLAS,8,32,8,16,2,0.115439,9524.629515,48.864702
Outer-Product + No Remainder,8,32,8,16,2,0.106929,10282.648719,52.753608
Inner Product + No Remainder,8,32,8,16,2,0.072598,15145.221490,77.700318
Inner Product + Remainder,8,32,8,16,2,0.079724,13791.553977,70.755527
cuBLAS,8,32,16,16,2,0.147234,7467.792287,38.312403
Outer-Product + No Remainder,8,32,16,16,2,0.094195,11672.684478,59.884980
Inner Product + No Remainder,8,32,16,16,2,0.065923,16678.844228,85.568342
Inner Product + Remainder,8,32,16,16,2,0.079700,13795.645331,70.776517
cuBLAS,8,32,32,16,2,0.130169,8446.797529,43.335045
Outer-Product + No Remainder,8,32,32,16,2,0.086072,12774.343602,65.536880
Inner Product + No Remainder,8,32,32,16,2,0.084820,12962.901592,66.504248
Inner Product + Remainder,8,32,32,16,2,0.089221,12323.418978,63.223478
cuBLAS,8,32,24,16,2,0.120042,9159.377736,46.990832
Outer-Product + No Remainder,8,32,24,16,2,0.092472,11890.248654,61.001161
Inner Product + No Remainder,8,32,24,16,2,0.067148,16374.535824,84.007133
Inner Product + Remainder,8,32,24,16,2,0.073521,14955.071344,76.724781
cuBLAS,8,32,64,16,2,0.111373,9872.367243,50.648719
Outer-Product + No Remainder,8,32,64,16,2,0.086791,12668.478107,64.993752
Inner Product + No Remainder,8,32,64,16,2,0.083502,13167.562098,67.554229
Inner Product + Remainder,8,32,64,16,2,0.073436,14972.412324,76.813746
cuBLAS,8,32,8,16,4,0.110950,9909.973022,50.841650
Outer-Product + No Remainder,8,32,8,16,4,0.115317,9534.648880,48.916105
Inner Product + No Remainder,8,32,8,16,4,0.086457,12717.491686,65.245209
Inner Product + Remainder,8,32,8,16,4,0.084057,13080.594480,67.108054
cuBLAS,8,32,16,16,4,0.123052,8935.373927,45.841614
Outer-Product + No Remainder,8,32,16,16,4,0.097309,11299.125972,57.968494
Inner Product + No Remainder,8,32,16,16,4,0.083422,13180.188677,67.619008
Inner Product + Remainder,8,32,16,16,4,0.097512,11275.687968,57.848249
cuBLAS,8,32,32,16,4,0.108597,10124.652038,51.943029
Outer-Product + No Remainder,8,32,32,16,4,0.088678,12398.884724,63.610643
Inner Product + No Remainder,8,32,32,16,4,0.069813,15749.312674,80.799518
Inner Product + Remainder,8,32,32,16,4,0.079275,13869.508138,71.155459
cuBLAS,8,32,24,16,4,0.113971,9647.267733,49.493880
Outer-Product + No Remainder,8,32,24,16,4,0.101240,10860.484616,55.718109
Inner Product + No Remainder,8,32,24,16,4,0.080944,13583.576715,69.688530
Inner Product + Remainder,8,32,24,16,4,0.084295,13043.565722,66.918084
cuBLAS,8,32,24,16,4,0.122479,8977.113022,46.055750
Outer-Product + No Remainder,8,32,24,16,4,0.100563,10933.517644,56.092794
Inner Product + No Remainder,8,32,24,16,4,0.083220,13212.158679,67.783025
Inner Product + Remainder,8,32,24,16,4,0.084353,13034.708202,66.872642
