Identifier,tY,tX,bK,tM,tN,time,GFLOPs,percentagePeak
cuBLAS,1,32,8,16,12,0.107450,10232.761058,52.497666
Outer-Product + No Remainder,1,32,8,16,12,0.272837,4029.918927,20.674903
Inner Product + No Remainder,1,32,8,16,12,0.243268,4519.753225,23.187925
Inner Product + Remainder,1,32,8,16,12,0.254213,4325.156380,22.189575
cuBLAS,1,32,16,16,12,0.124062,8862.599300,45.468254
Outer-Product + No Remainder,1,32,16,16,12,0.335413,3278.085067,16.817730
Inner Product + No Remainder,1,32,16,16,12,0.406096,2707.514021,13.890500
Inner Product + Remainder,1,32,16,16,12,0.432226,2543.836541,13.050777
cuBLAS,1,32,16,16,12,0.107532,10224.980356,52.457749
Outer-Product + No Remainder,1,32,16,16,12,0.327152,3360.860444,17.242397
Inner Product + No Remainder,1,32,16,16,12,0.405649,2710.501140,13.905825
Inner Product + Remainder,1,32,16,16,12,0.430827,2552.097828,13.093160
cuBLAS,16,16,8,2,2,0.127409,8629.763082,44.273722
Outer-Product + No Remainder,16,16,8,2,2,0.147749,7441.773002,38.178915
Inner Product + No Remainder,16,16,8,2,2,0.116910,9404.745488,48.249655
Inner Product + Remainder,16,16,8,2,2,0.135871,8092.299092,41.516343
cuBLAS,16,16,16,2,2,0.143430,7665.857257,39.328546
Outer-Product + No Remainder,16,16,16,2,2,0.129596,8484.116363,43.526504
Inner Product + No Remainder,16,16,16,2,2,0.116766,9416.341038,48.309144
Inner Product + Remainder,16,16,16,2,2,0.110133,9983.501462,51.218877
cuBLAS,16,16,32,2,2,0.120316,9138.539487,46.883925
Outer-Product + No Remainder,16,16,32,2,2,0.129302,8503.414465,43.625510
Inner Product + No Remainder,16,16,32,2,2,0.132881,8274.382689,42.450496
Inner Product + Remainder,16,16,32,2,2,0.103041,10670.600483,54.743937
cuBLAS,16,16,24,2,2,0.127011,8656.793360,44.412397
Outer-Product + No Remainder,16,16,24,2,2,0.134407,8180.453947,41.968608
Inner Product + No Remainder,16,16,24,2,2,0.122358,8986.004079,46.101364
Inner Product + Remainder,16,16,24,2,2,0.115331,9533.567161,48.910556
cuBLAS,16,16,64,2,2,0.129426,8495.272038,43.583736
Outer-Product + No Remainder,16,16,64,2,2,0.132984,8267.983641,42.417667
Inner Product + No Remainder,16,16,64,2,2,0.103163,10657.976616,54.679172
Inner Product + Remainder,16,16,64,2,2,0.104189,10553.013976,54.140677
cuBLAS,16,16,8,2,4,0.130062,8453.730358,43.370613
Outer-Product + No Remainder,16,16,8,2,4,0.119966,9165.226666,47.020839
Inner Product + No Remainder,16,16,8,2,4,0.093650,11740.585025,60.233334
Inner Product + Remainder,16,16,8,2,4,0.096233,11425.512524,58.616901
cuBLAS,16,16,16,2,4,0.118724,9261.102807,47.512718
Outer-Product + No Remainder,16,16,16,2,4,0.113880,9654.975066,49.533421
Inner Product + No Remainder,16,16,16,2,4,0.088576,12413.240343,63.684293
Inner Product + Remainder,16,16,16,2,4,0.090967,12086.961604,62.010368
cuBLAS,16,16,32,2,4,0.129602,8483.785731,43.524807
Outer-Product + No Remainder,16,16,32,2,4,0.111481,9862.775285,50.599509
Inner Product + No Remainder,16,16,32,2,4,0.086440,12719.916228,65.257648
Inner Product + Remainder,16,16,32,2,4,0.090606,12135.152326,62.257603
cuBLAS,16,16,24,2,4,0.125202,8781.895874,45.054217
Outer-Product + No Remainder,16,16,24,2,4,0.110748,9928.080879,50.934550
Inner Product + No Remainder,16,16,24,2,4,0.106820,10293.112675,52.807291
Inner Product + Remainder,16,16,24,2,4,0.095986,11454.914803,58.767745
cuBLAS,16,16,64,2,4,0.126589,8685.709655,44.560748
Outer-Product + No Remainder,16,16,64,2,4,0.109902,10004.471901,51.326463
Inner Product + No Remainder,16,16,64,2,4,0.086063,12775.664019,65.543654
Inner Product + Remainder,16,16,64,2,4,0.086546,12704.424074,65.178168
cuBLAS,16,16,8,2,8,0.122523,8973.940709,46.039475
Outer-Product + No Remainder,16,16,8,2,8,0.162052,6784.941713,34.809139
Inner Product + No Remainder,16,16,8,2,8,0.136438,8058.699401,41.343965
Inner Product + Remainder,16,16,8,2,8,0.140743,7812.209510,40.079385
cuBLAS,16,16,16,2,8,0.114547,9598.820773,49.245330
Outer-Product + No Remainder,16,16,16,2,8,0.162988,6745.978471,34.609244
Inner Product + No Remainder,16,16,16,2,8,0.131991,8330.196866,42.736842
Inner Product + Remainder,16,16,16,2,8,0.133616,8228.897761,42.217142
cuBLAS,16,16,32,2,8,0.117791,9334.414833,47.888834
Outer-Product + No Remainder,16,16,32,2,8,0.159036,6913.620233,35.469306
Inner Product + No Remainder,16,16,32,2,8,0.130724,8410.914809,43.150954
Inner Product + Remainder,16,16,32,2,8,0.131211,8379.696181,42.990791
cuBLAS,16,16,24,2,8,0.129481,8491.704996,43.565436
Outer-Product + No Remainder,16,16,24,2,8,0.172108,6388.492354,32.775215
Inner Product + No Remainder,16,16,24,2,8,0.133248,8251.608727,42.333658
Inner Product + Remainder,16,16,24,2,8,0.133451,8239.042432,42.269188
cuBLAS,16,16,64,2,8,0.123778,8882.929295,45.572554
Outer-Product + No Remainder,16,16,64,2,8,0.163842,6710.784052,34.428685
Inner Product + No Remainder,16,16,64,2,8,0.131132,8384.782199,43.016884
Inner Product + Remainder,16,16,64,2,8,0.131621,8353.617447,42.856998
cuBLAS,16,16,8,2,12,0.118054,9313.649164,47.782299
Outer-Product + No Remainder,16,16,8,2,12,0.102205,10757.864942,55.191634
Inner Product + No Remainder,16,16,8,2,12,0.081941,13418.350223,68.840860
Inner Product + Remainder,16,16,8,2,12,0.096209,11428.373818,58.631581
cuBLAS,16,16,16,2,12,0.107980,10182.591009,52.240276
Outer-Product + No Remainder,16,16,16,2,12,0.097369,11292.185744,57.932888
Inner Product + No Remainder,16,16,16,2,12,0.089502,12284.721486,63.024946
Inner Product + Remainder,16,16,16,2,12,0.083763,13126.503669,67.343585
cuBLAS,16,16,32,2,12,0.114346,9615.615293,49.331491
Outer-Product + No Remainder,16,16,32,2,12,0.096666,11374.372528,58.354535
Inner Product + No Remainder,16,16,32,2,12,0.085520,12856.849304,65.960163
Inner Product + Remainder,16,16,32,2,12,0.087902,12508.419126,64.172593
cuBLAS,16,16,24,2,12,0.131257,8376.799054,42.975928
Outer-Product + No Remainder,16,16,24,2,12,0.099683,11030.059836,56.588090
Inner Product + No Remainder,16,16,24,2,12,0.103876,10584.853861,54.304026
Inner Product + Remainder,16,16,24,2,12,0.085087,12922.164411,66.295252
cuBLAS,16,16,24,2,12,0.130818,8404.914629,43.120171
Outer-Product + No Remainder,16,16,24,2,12,0.099234,11079.941160,56.843999
Inner Product + No Remainder,16,16,24,2,12,0.100117,10982.260685,56.342863
Inner Product + Remainder,16,16,24,2,12,0.095572,11504.521741,59.022246
cuBLAS,16,16,8,4,2,0.128201,8576.452298,44.000219
Outer-Product + No Remainder,16,16,8,4,2,0.110170,9980.094412,51.201398
Inner Product + No Remainder,16,16,8,4,2,0.108838,10102.287186,51.828290
Inner Product + Remainder,16,16,8,4,2,0.103907,10581.640173,54.287539
cuBLAS,16,16,16,4,2,0.168980,6506.759683,33.381968
Outer-Product + No Remainder,16,16,16,4,2,0.101893,10790.849850,55.360858
Inner Product + No Remainder,16,16,16,4,2,0.079776,13782.569180,70.709432
Inner Product + Remainder,16,16,16,4,2,0.086946,12645.892916,64.877882
cuBLAS,16,16,32,4,2,0.121243,9068.636433,46.525297
Outer-Product + No Remainder,16,16,32,4,2,0.096836,11354.341832,58.251771
Inner Product + No Remainder,16,16,32,4,2,0.076371,14396.940466,73.861373
Inner Product + Remainder,16,16,32,4,2,0.075187,14623.722178,75.024843
cuBLAS,16,16,24,4,2,0.125207,8781.545907,45.052422
Outer-Product + No Remainder,16,16,24,4,2,0.103686,10604.245716,54.403513
Inner Product + No Remainder,16,16,24,4,2,0.082256,13366.936807,68.577091
Inner Product + Remainder,16,16,24,4,2,0.081654,13465.472419,69.082614
cuBLAS,16,16,64,4,2,0.111716,9841.993448,50.492891
Outer-Product + No Remainder,16,16,64,4,2,0.097060,11328.142332,58.117358
Inner Product + No Remainder,16,16,64,4,2,0.074583,14742.088018,75.632101
Inner Product + Remainder,16,16,64,4,2,0.076490,14374.673644,73.747136
cuBLAS,16,16,8,4,4,0.159432,6896.425744,35.381092
Outer-Product + No Remainder,16,16,8,4,4,0.088951,12360.894601,63.415741
Inner Product + No Remainder,16,16,8,4,4,0.076572,14359.138108,73.667433
Inner Product + Remainder,16,16,8,4,4,0.096489,11395.191189,58.461342
cuBLAS,16,16,16,4,4,0.130737,8410.076467,43.146653
Outer-Product + No Remainder,16,16,16,4,4,0.085616,12842.434066,65.886208
Inner Product + No Remainder,16,16,16,4,4,0.075677,14528.990051,74.538834
Inner Product + Remainder,16,16,16,4,4,0.103427,10630.768019,54.539582
cuBLAS,16,16,32,4,4,0.106671,10307.464663,52.880922
Outer-Product + No Remainder,16,16,32,4,4,0.084646,12989.556008,66.640995
Inner Product + No Remainder,16,16,32,4,4,0.068220,16117.031097,82.686043
Inner Product + Remainder,16,16,32,4,4,0.122261,8993.144656,46.137998
cuBLAS,16,16,24,4,4,0.135919,8089.491902,41.501941
Outer-Product + No Remainder,16,16,24,4,4,0.091121,12066.557178,61.905686
Inner Product + No Remainder,16,16,24,4,4,0.073343,14991.349735,76.910901
Inner Product + Remainder,16,16,24,4,4,0.089996,12217.286773,62.678982
cuBLAS,16,16,64,4,4,0.140500,7825.716584,40.148681
Outer-Product + No Remainder,16,16,64,4,4,0.086283,12743.126274,65.376724
Inner Product + No Remainder,16,16,64,4,4,0.066995,16411.836057,84.198496
Inner Product + Remainder,16,16,64,4,4,0.096000,11453.284352,58.759381
cuBLAS,16,16,8,4,8,0.137544,7993.899543,41.011519
Outer-Product + No Remainder,16,16,8,4,8,0.100358,10955.903152,56.207640
Inner Product + No Remainder,16,16,8,4,8,0.084891,12952.063459,66.448645
Inner Product + Remainder,16,16,8,4,8,0.103270,10647.012138,54.622920
cuBLAS,16,16,16,4,8,0.108602,10124.219588,51.940810
Outer-Product + No Remainder,16,16,16,4,8,0.094501,11634.925324,59.691263
Inner Product + No Remainder,16,16,16,4,8,0.080318,13689.400209,70.231442
Inner Product + Remainder,16,16,16,4,8,0.083720,13133.136659,67.377614
cuBLAS,16,16,32,4,8,0.158883,6920.246636,35.503301
Outer-Product + No Remainder,16,16,32,4,8,0.092558,11879.161849,60.944282
Inner Product + No Remainder,16,16,32,4,8,0.074293,14799.648468,75.927406
Inner Product + Remainder,16,16,32,4,8,0.102764,10699.421815,54.891800
cuBLAS,16,16,24,4,8,0.130265,8440.545353,43.302969
Outer-Product + No Remainder,16,16,24,4,8,0.093854,11715.141845,60.102802
Inner Product + No Remainder,16,16,24,4,8,0.112223,9797.595802,50.265115
Inner Product + Remainder,16,16,24,4,8,0.116434,9443.242760,48.447160
cuBLAS,16,16,64,4,8,0.120347,9136.163048,46.871733
Outer-Product + No Remainder,16,16,64,4,8,0.091041,12077.083737,61.959691
Inner Product + No Remainder,16,16,64,4,8,0.073174,15025.925913,77.088289
Inner Product + Remainder,16,16,64,4,8,0.089025,12350.608572,63.362970
cuBLAS,16,16,8,4,12,0.129194,8510.538082,43.662056
Outer-Product + No Remainder,16,16,8,4,12,0.101660,10815.526974,55.487461
Inner Product + No Remainder,16,16,8,4,12,0.080128,13721.918314,70.398271
Inner Product + Remainder,16,16,8,4,12,0.084960,12941.516533,66.394536
cuBLAS,16,16,16,4,12,0.131453,8364.275069,42.911676
Outer-Product + No Remainder,16,16,16,4,12,0.090462,12154.444535,62.356579
Inner Product + No Remainder,16,16,16,4,12,0.091524,12013.352178,61.632726
Inner Product + Remainder,16,16,16,4,12,0.096489,11395.218219,58.461481
cuBLAS,16,16,32,4,12,0.115969,9481.082732,48.641292
Outer-Product + No Remainder,16,16,32,4,12,0.088810,12380.562973,63.516646
Inner Product + No Remainder,16,16,32,4,12,0.107700,10209.048661,52.376013
Inner Product + Remainder,16,16,32,4,12,0.111221,9885.837001,50.717824
cuBLAS,16,16,24,4,12,0.160168,6864.748230,35.218575
Outer-Product + No Remainder,16,16,24,4,12,0.088979,12356.946597,63.395486
Inner Product + No Remainder,16,16,24,4,12,0.071832,15306.614413,78.528320
Inner Product + Remainder,16,16,24,4,12,0.095632,11497.334318,58.985372
cuBLAS,16,16,24,4,12,0.112642,9761.128703,50.078026
Outer-Product + No Remainder,16,16,24,4,12,0.086661,12687.526313,65.091476
Inner Product + No Remainder,16,16,24,4,12,0.085910,12798.405250,65.660324
Inner Product + Remainder,16,16,24,4,12,0.096325,11414.585216,58.560840
cuBLAS,16,16,8,8,2,0.112912,9737.758126,49.958127
Outer-Product + No Remainder,16,16,8,8,2,0.098370,11177.330333,57.343639
Inner Product + No Remainder,16,16,8,8,2,0.077425,14200.903783,72.855635
Inner Product + Remainder,16,16,8,8,2,0.093180,11799.863319,60.537453
cuBLAS,16,16,16,8,2,0.107417,10235.900792,52.513774
Outer-Product + No Remainder,16,16,16,8,2,0.093705,11733.780843,60.198426
Inner Product + No Remainder,16,16,16,8,2,0.071253,15431.072944,79.166836
Inner Product + Remainder,16,16,16,8,2,0.076056,14456.556765,74.167225
cuBLAS,16,16,32,8,2,0.129674,8479.013921,43.500326
Outer-Product + No Remainder,16,16,32,8,2,0.089026,12350.448749,63.362150
Inner Product + No Remainder,16,16,32,8,2,0.069302,15865.566221,81.395940
Inner Product + Remainder,16,16,32,8,2,0.070578,15578.614047,79.923774
cuBLAS,16,16,24,8,2,0.127670,8612.164645,44.183436
Outer-Product + No Remainder,16,16,24,8,2,0.094449,11641.378329,59.724369
Inner Product + No Remainder,16,16,24,8,2,0.073706,14917.490242,76.531976
Inner Product + Remainder,16,16,24,8,2,0.074482,14762.102504,75.734782
cuBLAS,16,16,64,8,2,0.119753,9181.461676,47.104130
Outer-Product + No Remainder,16,16,64,8,2,0.093347,11778.768517,60.429229
Inner Product + No Remainder,16,16,64,8,2,0.072241,15220.058544,78.084258
Inner Product + Remainder,16,16,64,8,2,0.076964,14286.003410,73.292227
cuBLAS,16,16,8,8,4,0.123811,8880.591985,45.560563
Outer-Product + No Remainder,16,16,8,8,4,0.092170,11929.184374,61.200915
Inner Product + No Remainder,16,16,8,8,4,0.078588,13990.834016,71.777904
Inner Product + Remainder,16,16,8,8,4,0.095712,11487.667370,58.935778
cuBLAS,16,16,16,8,4,0.123224,8922.864246,45.777435
Outer-Product + No Remainder,16,16,16,8,4,0.083384,13186.107468,67.649373
Inner Product + No Remainder,16,16,16,8,4,0.067177,16367.297982,83.970000
Inner Product + Remainder,16,16,16,8,4,0.078376,14028.745879,71.972405
cuBLAS,16,16,32,8,4,0.115894,9487.232464,48.672842
Outer-Product + No Remainder,16,16,32,8,4,0.079804,13777.700496,70.684454
Inner Product + No Remainder,16,16,32,8,4,0.082451,13335.332165,68.414948
Inner Product + Remainder,16,16,32,8,4,0.116523,9435.996903,48.409986
cuBLAS,16,16,24,8,4,0.121658,9037.738904,46.366782
Outer-Product + No Remainder,16,16,24,8,4,0.084248,13050.897490,66.955698
Inner Product + No Remainder,16,16,24,8,4,0.101275,10856.665465,55.698516
Inner Product + Remainder,16,16,24,8,4,0.101699,10811.446568,55.466527
cuBLAS,16,16,64,8,4,0.123150,8928.206391,45.804842
Outer-Product + No Remainder,16,16,64,8,4,0.083756,13127.536754,67.348885
Inner Product + No Remainder,16,16,64,8,4,0.066119,16629.169945,85.313496
Inner Product + Remainder,16,16,64,8,4,0.094567,11626.834882,59.649756
cuBLAS,16,16,8,8,8,0.129247,8507.062661,43.644226
Outer-Product + No Remainder,16,16,8,8,8,0.090135,12198.514348,62.582673
Inner Product + No Remainder,16,16,8,8,8,0.097947,11225.623885,57.591402
Inner Product + Remainder,16,16,8,8,8,0.113309,9703.657434,49.783179
cuBLAS,16,16,16,8,8,0.115272,9538.386641,48.935281
Outer-Product + No Remainder,16,16,16,8,8,0.082262,13366.016934,68.572372
Inner Product + No Remainder,16,16,16,8,8,0.084275,13046.651218,66.933913
Inner Product + Remainder,16,16,16,8,8,0.092908,11834.355865,60.714412
cuBLAS,16,16,32,8,8,0.107501,10227.945457,52.472961
Outer-Product + No Remainder,16,16,32,8,8,0.080290,13694.206676,70.256101
Inner Product + No Remainder,16,16,32,8,8,0.109950,10000.086603,51.303965
Inner Product + Remainder,16,16,32,8,8,0.084124,13070.109902,67.054265
cuBLAS,16,16,24,8,8,0.114545,9598.987642,49.246186
Outer-Product + No Remainder,16,16,24,8,8,0.084068,13078.831639,67.099010
Inner Product + No Remainder,16,16,24,8,8,0.090961,12087.680385,62.014056
Inner Product + Remainder,16,16,24,8,8,0.086020,12782.008312,65.576202
cuBLAS,16,16,24,8,8,0.111449,9865.626534,50.614137
Outer-Product + No Remainder,16,16,24,8,8,0.083853,13112.422586,67.271344
Inner Product + No Remainder,16,16,24,8,8,0.106244,10348.957061,53.093793
Inner Product + Remainder,16,16,24,8,8,0.092955,11828.468680,60.684208
cuBLAS,16,16,8,8,12,0.107915,10188.645268,52.271337
Outer-Product + No Remainder,16,16,8,8,12,0.114069,9638.975674,49.451338
Inner Product + No Remainder,16,16,8,8,12,0.092954,11828.562852,60.684691
Inner Product + Remainder,16,16,8,8,12,0.097328,11296.948873,57.957325
cuBLAS,16,16,16,8,12,0.117098,9389.686980,48.172400
Outer-Product + No Remainder,16,16,16,8,12,0.102116,10767.293774,55.240007
Inner Product + No Remainder,16,16,16,8,12,0.091553,12009.628030,61.613619
Inner Product + Remainder,16,16,16,8,12,0.094931,11582.202231,59.420775
cuBLAS,16,16,32,8,12,0.131907,8335.493898,42.764018
Outer-Product + No Remainder,16,16,32,8,12,0.093960,11701.891908,60.034825
Inner Product + No Remainder,16,16,32,8,12,0.096349,11411.719074,58.546136
Inner Product + Remainder,16,16,32,8,12,0.101310,10852.889865,55.679145
cuBLAS,16,16,24,8,12,0.124247,8849.391920,45.400496
Outer-Product + No Remainder,16,16,24,8,12,0.097693,11254.738974,57.740773
Inner Product + No Remainder,16,16,24,8,12,0.144619,7602.832539,39.005207
Inner Product + Remainder,16,16,24,8,12,0.116024,9476.567108,48.618125
cuBLAS,16,16,24,8,12,0.108364,10146.463163,52.054928
Outer-Product + No Remainder,16,16,24,8,12,0.097228,11308.631592,58.017261
Inner Product + No Remainder,16,16,24,8,12,0.144911,7587.472233,38.926404
Inner Product + Remainder,16,16,24,8,12,0.116389,9446.864599,48.465741
cuBLAS,16,16,8,12,2,0.129590,8484.551917,43.528738
Outer-Product + No Remainder,16,16,8,12,2,0.099382,11063.465285,56.759472
Inner Product + No Remainder,16,16,8,12,2,0.075398,14582.759781,74.814691
Inner Product + Remainder,16,16,8,12,2,0.085501,12859.563654,65.974088
cuBLAS,16,16,16,12,2,0.122743,8957.814265,45.956741
Outer-Product + No Remainder,16,16,16,12,2,0.092796,11848.717125,60.788090
Inner Product + No Remainder,16,16,16,12,2,0.085643,12838.259440,65.864790
Inner Product + Remainder,16,16,16,12,2,0.092929,11831.682059,60.700694
cuBLAS,16,16,32,12,2,0.123620,8894.274214,45.630758
Outer-Product + No Remainder,16,16,32,12,2,0.090120,12200.545680,62.593094
Inner Product + No Remainder,16,16,32,12,2,0.090521,12146.465378,62.315643
Inner Product + Remainder,16,16,32,12,2,0.091770,11981.205546,61.467802
cuBLAS,16,16,24,12,2,0.122284,8991.440631,46.129256
Outer-Product + No Remainder,16,16,24,12,2,0.095927,11461.983635,58.804011
Inner Product + No Remainder,16,16,24,12,2,0.096042,11448.293016,58.733773
Inner Product + Remainder,16,16,24,12,2,0.073640,14930.889810,76.600721
cuBLAS,16,16,24,12,2,0.107479,10229.979061,52.483394
Outer-Product + No Remainder,16,16,24,12,2,0.096665,11374.489234,58.355134
Inner Product + No Remainder,16,16,24,12,2,0.074767,14705.852024,75.446198
Inner Product + Remainder,16,16,24,12,2,0.073572,14944.773741,76.671950
cuBLAS,16,16,8,12,4,0.115819,9493.368917,48.704324
Outer-Product + No Remainder,16,16,8,12,4,0.093634,11742.695369,60.244161
Inner Product + No Remainder,16,16,8,12,4,0.073183,15024.138575,77.079120
Inner Product + Remainder,16,16,8,12,4,0.085512,12858.009015,65.966113
cuBLAS,16,16,16,12,4,0.143965,7637.332055,39.182202
Outer-Product + No Remainder,16,16,16,12,4,0.084755,12972.871469,66.555397
Inner Product + No Remainder,16,16,16,12,4,0.091371,12033.539734,61.736295
Inner Product + Remainder,16,16,16,12,4,0.111444,9866.037174,50.616244
cuBLAS,16,16,32,12,4,0.120703,9109.194910,46.733377
Outer-Product + No Remainder,16,16,32,12,4,0.083037,13241.221272,67.932126
Inner Product + No Remainder,16,16,32,12,4,0.075786,14508.058329,74.431446
Inner Product + Remainder,16,16,32,12,4,0.085326,12886.060520,66.110027
cuBLAS,16,16,24,12,4,0.129004,8523.091897,43.726462
Outer-Product + No Remainder,16,16,24,12,4,0.087398,12580.519767,64.542495
Inner Product + No Remainder,16,16,24,12,4,0.086320,12737.689589,65.348832
Inner Product + Remainder,16,16,24,12,4,0.095008,11572.870692,59.372901
cuBLAS,16,16,24,12,4,0.135593,8108.883005,41.601424
Outer-Product + No Remainder,16,16,24,12,4,0.087417,12577.733115,64.528199
Inner Product + No Remainder,16,16,24,12,4,0.068400,16074.648565,82.468606
Inner Product + Remainder,16,16,24,12,4,0.095090,11562.904725,59.321772
cuBLAS,16,16,8,12,8,0.118396,9286.766925,47.644383
Outer-Product + No Remainder,16,16,8,12,8,0.107629,10215.781064,52.410553
Inner Product + No Remainder,16,16,8,12,8,0.091065,12073.981500,61.943775
Inner Product + Remainder,16,16,8,12,8,0.102401,10737.294081,55.086098
cuBLAS,16,16,16,12,8,0.120380,9133.641969,46.858799
Outer-Product + No Remainder,16,16,16,12,8,0.094336,11655.238949,59.795479
Inner Product + No Remainder,16,16,16,12,8,0.092863,11840.204165,60.744415
Inner Product + Remainder,16,16,16,12,8,0.103708,10602.023947,54.392115
cuBLAS,16,16,32,12,8,0.117354,9369.173161,48.067156
Outer-Product + No Remainder,16,16,32,12,8,0.088107,12479.225541,64.022820
Inner Product + No Remainder,16,16,32,12,8,0.092627,11870.342088,60.899034
Inner Product + Remainder,16,16,32,12,8,0.086481,12713.877917,65.226669
cuBLAS,16,16,24,12,8,0.153729,7152.293152,36.693782
Outer-Product + No Remainder,16,16,24,12,8,0.095897,11465.506273,58.822083
Inner Product + No Remainder,16,16,24,12,8,0.082377,13347.335730,68.476531
Inner Product + Remainder,16,16,24,12,8,0.084780,12969.007256,66.535573
cuBLAS,16,16,24,12,8,0.105410,10430.791758,53.513634
Outer-Product + No Remainder,16,16,24,12,8,0.098198,11196.914800,57.444115
Inner Product + No Remainder,16,16,24,12,8,0.082390,13345.282762,68.465998
Inner Product + Remainder,16,16,24,12,8,0.084748,12973.831459,66.560322
cuBLAS,16,16,8,12,12,0.122735,8958.451839,45.960012
Outer-Product + No Remainder,16,16,8,12,12,0.107590,10219.466910,52.429463
Inner Product + No Remainder,16,16,8,12,12,0.092942,11830.134874,60.692756
Inner Product + Remainder,16,16,8,12,12,0.091241,12050.611253,61.823878
cuBLAS,16,16,16,12,12,0.109454,10045.444263,51.536665
Outer-Product + No Remainder,16,16,16,12,12,0.098858,11122.104213,57.060310
Inner Product + No Remainder,16,16,16,12,12,0.100539,10936.134475,56.106220
Inner Product + Remainder,16,16,16,12,12,0.087882,12511.178404,64.186749
cuBLAS,16,16,24,12,12,0.130289,8439.024029,43.295164
Outer-Product + No Remainder,16,16,24,12,12,0.095831,11473.393773,58.862549
Inner Product + No Remainder,16,16,24,12,12,0.103271,10646.905950,54.622375
Inner Product + Remainder,16,16,24,12,12,0.099916,11004.374184,56.456313
cuBLAS,16,16,24,12,12,0.124553,8827.679563,45.289104
Outer-Product + No Remainder,16,16,24,12,12,0.095793,11477.977355,58.886064
Inner Product + No Remainder,16,16,24,12,12,0.127356,8633.384498,44.292302
Inner Product + Remainder,16,16,24,12,12,0.100329,10959.079041,56.223933
cuBLAS,16,16,8,16,2,0.137340,8005.754430,41.072338
Outer-Product + No Remainder,16,16,8,16,2,0.115294,9536.612370,48.926179
Inner Product + No Remainder,16,16,8,16,2,0.075862,14493.609161,74.357317
Inner Product + Remainder,16,16,8,16,2,0.087808,12521.770734,64.241092
cuBLAS,16,16,16,16,2,0.149936,7333.212843,37.621963
Outer-Product + No Remainder,16,16,16,16,2,0.094294,11660.491660,59.822427
Inner Product + No Remainder,16,16,16,16,2,0.068177,16127.327789,82.738869
Inner Product + Remainder,16,16,16,16,2,0.075619,14540.130625,74.595989
cuBLAS,16,16,32,16,2,0.127249,8640.648888,44.329571
Outer-Product + No Remainder,16,16,32,16,2,0.092642,11868.415305,60.889148
Inner Product + No Remainder,16,16,32,16,2,0.071230,15436.105764,79.192656
Inner Product + Remainder,16,16,32,16,2,0.074446,14769.253765,75.771471
cuBLAS,16,16,24,16,2,0.125851,8736.633364,44.822005
Outer-Product + No Remainder,16,16,24,16,2,0.100574,10932.317507,56.086637
Inner Product + No Remainder,16,16,24,16,2,0.078095,14079.193524,72.231219
Inner Product + Remainder,16,16,24,16,2,0.072068,15256.490373,78.271166
cuBLAS,16,16,24,16,2,0.125077,8790.658417,45.099172
Outer-Product + No Remainder,16,16,24,16,2,0.100098,10984.300590,56.353329
Inner Product + No Remainder,16,16,24,16,2,0.078091,14079.811129,72.234388
Inner Product + Remainder,16,16,24,16,2,0.072078,15254.499214,78.260951
cuBLAS,16,16,8,16,4,0.122645,8964.965861,45.993431
Outer-Product + No Remainder,16,16,8,16,4,0.119120,9230.293132,47.354653
Inner Product + No Remainder,16,16,8,16,4,0.066744,16473.494595,84.514826
Inner Product + Remainder,16,16,8,16,4,0.078259,14049.701071,72.079912
cuBLAS,16,16,16,16,4,0.107834,10196.321693,52.310720
Outer-Product + No Remainder,16,16,16,16,4,0.098609,11150.242392,57.204669
Inner Product + No Remainder,16,16,16,16,4,0.079336,13858.856706,71.100814
Inner Product + Remainder,16,16,16,16,4,0.090308,12175.104331,62.462571
cuBLAS,16,16,32,16,4,0.124822,8808.612930,45.191285
Outer-Product + No Remainder,16,16,32,16,4,0.090384,12164.930983,62.410378
Inner Product + No Remainder,16,16,32,16,4,0.073236,15013.267066,77.023345
Inner Product + Remainder,16,16,32,16,4,0.077828,14127.449700,72.478790
cuBLAS,16,16,24,16,4,0.122666,8963.438627,45.985596
Outer-Product + No Remainder,16,16,24,16,4,0.101174,10867.577784,55.754500
Inner Product + No Remainder,16,16,24,16,4,0.094186,11673.806817,59.890738
Inner Product + Remainder,16,16,24,16,4,0.083487,13169.802648,67.565724
cuBLAS,16,16,24,16,4,0.129032,8521.228280,43.716901
Outer-Product + No Remainder,16,16,24,16,4,0.101387,10844.716495,55.637213
Inner Product + No Remainder,16,16,24,16,4,0.099205,11083.231997,56.860882
Inner Product + Remainder,16,16,24,16,4,0.083498,13168.121563,67.557099
cuBLAS,16,16,8,16,8,0.123323,8915.737717,45.740873
Outer-Product + No Remainder,16,16,8,16,8,0.096943,11341.823622,58.187548
Inner Product + No Remainder,16,16,8,16,8,0.083383,13186.304129,67.650382
Inner Product + Remainder,16,16,8,16,8,0.089814,12242.129066,62.806432
cuBLAS,16,16,16,16,8,0.110635,9938.223868,50.986587
Outer-Product + No Remainder,16,16,16,16,8,0.085985,12787.198114,65.602828
Inner Product + No Remainder,16,16,16,16,8,0.094089,11685.860737,59.952579
Inner Product + Remainder,16,16,16,16,8,0.087622,12548.353137,64.377469
cuBLAS,16,16,32,16,8,0.134895,8150.887402,41.816922
Outer-Product + No Remainder,16,16,32,16,8,0.085025,12931.628423,66.343806
Inner Product + No Remainder,16,16,32,16,8,0.096211,11428.161754,58.630493
